source_acronym,source_structure_id,n_units_sampled,matched_injection_acronym,matched_injection_structure_id,n_injection_experiments,target_structure_id,target_acronym,n_experiments,mean_projection_density,median_projection_density,mean_projection_energy,median_projection_energy,mean_normalized_projection_volume,median_normalized_projection_volume
VISrl,417,92,Isocortex,315,129,1046,VISam6a,129,0.05606673805140574,0.0084043936561182,92.74809824251362,3.43766560861829,0.03179005358853787,0.0044698665523736
VISrl,417,92,Isocortex,315,129,496345672,LGd-ip,129,0.05576274347050639,0.0,303.2463795146582,0.0,0.011624478367639853,0.0
VISrl,417,92,Isocortex,315,129,312782582,VISli2/3,129,0.05419460909932287,0.0011038145519058,122.03534050287112,0.527143537998199,0.019507551657000296,0.000329211253455
VISrl,417,92,Isocortex,315,129,402,VISal,129,0.05417669769752589,0.0056864722995637,111.58170129042182,2.85850882823252,0.12827552724518443,0.0149957278361877
VISrl,417,92,Isocortex,315,129,312782590,VISli5,129,0.05404316233917617,0.0014938107168324,140.4629709473655,0.700475348808762,0.022948186651235592,0.0006768224590604
VISrl,417,92,Isocortex,315,129,312782624,VISrl6b,129,0.053686547892891776,0.013052106423115,75.45581187571261,5.11966512378147,0.004586279935096844,0.0012284092357853
VISl,409,73,VISl,409,4,74,VISl6a,4,0.3907904054640355,0.333266518723104,1024.7661615946947,828.810042051329,0.29611839923679834,0.253516603553935
VISl,409,73,VISl,409,4,421,VISl1,4,0.34982767050360053,0.3160396051482345,1277.3371419741072,1084.2206028784121,0.32475184084953707,0.221009564275736
VISl,409,73,VISl,409,4,121,VISl6b,4,0.34839865474483594,0.296954895097846,957.6343268411475,684.6615210224255,0.05130554798311109,0.048757412657497154
VISl,409,73,VISl,409,4,312782594,VISli6a,4,0.3397929656353275,0.28724462439118703,891.0391297788888,594.9212606072674,0.11029192947105322,0.1140295537821164
VISl,409,73,VISl,409,4,409,VISl,4,0.3275971015389629,0.26407353459493,947.2712393157279,698.1754180573025,1.632357683909243,1.31312414992348
VISl,409,73,VISl,409,4,973,VISl2/3,4,0.32684551613259366,0.26218408798460247,895.7306304330942,673.181342101811,0.42404017737437694,0.30078240301432146
VISl,409,73,VISl,409,4,613,VISl5,4,0.2941054246888727,0.2122959189855485,833.3766031951432,569.1434669007115,0.35021753711444537,0.2750401229405805
VISl,409,73,VISl,409,4,573,VISl4,4,0.2831481189972254,0.231854825599891,725.6597898430856,488.819977202343,0.18592418135097424,0.157271746103116
VISl,409,73,VISl,409,4,312782598,VISli6b,4,0.28079010243056013,0.22400251929432452,793.0280658367041,347.77414584535,0.01837369353226989,0.019951850580997098
VISl,409,73,VISl,409,4,312782648,VISpor6a,4,0.27380798146445007,0.18893426324610352,595.6680891095164,302.7704209234085,0.20337371532619167,0.19317003076413852
VISl,409,73,VISl,409,4,312782590,VISli5,4,0.2583689000146453,0.22008013158636702,623.5802021410333,433.547375411788,0.15601610796295215,0.177956320921636
VISl,409,73,VISl,409,4,312782574,VISli,4,0.25168255749765917,0.21139248269879551,573.571833121266,379.310105780968,0.5189660295190321,0.5448769250951895
VISl,409,73,VISl,409,4,869,VISpl4,4,0.24185590174291194,0.12298377230763449,578.8877728767351,88.65152574616495,0.03086208017850296,0.02092885779809445
VISl,409,73,VISl,409,4,33,VISp6a,4,0.23288130566890272,0.2066021067437255,439.05763704894133,292.25884683685854,1.0411394712588373,1.11761307240441
VISl,409,73,VISl,409,4,312782652,VISpor6b,4,0.22805763128036105,0.1510947908657425,485.2720402445546,182.110560881368,0.02977773883581639,0.02646934920125375
VISl,409,73,VISl,409,4,601,VISal6a,4,0.22803988205625628,0.1593510400231535,378.3244365005069,222.485473083947,0.10973382535660964,0.08157230777878666
VISl,409,73,VISl,409,4,312782578,VISli1,4,0.2248594309032204,0.2013119152440485,531.1132465921107,338.51943901564,0.07323284604766665,0.071420746865572
VISl,409,73,VISl,409,4,312782640,VISpor4,4,0.22371151819663235,0.12881934642791765,406.86658429741027,126.576695594647,0.056818121034646375,0.0397220834476717
VISl,409,73,VISl,409,4,312782586,VISli4,4,0.21667830635953403,0.179902131215538,398.5862738292497,262.7743375925595,0.0509859679820977,0.0537671654367841
VISl,409,73,VISl,409,4,377,VISpl6a,4,0.21543807384544375,0.18424025923013698,420.4606762155593,225.33768463134749,0.08574912967707622,0.0793242058461827
VISl,409,73,VISl,409,4,312782582,VISli2/3,4,0.21475224145211125,0.164967735338777,384.3177683982438,219.10736982526902,0.11006548452299221,0.0915471937712366
VISl,409,73,VISl,409,4,305,VISp6b,4,0.20437903859449058,0.173104824302594,283.3254183196685,186.31342582460002,0.13558709973491603,0.12628522219683
VISl,409,73,VISl,409,4,312782628,VISpor,4,0.18589463641688408,0.144891402231998,342.6227241326051,155.4467124483685,1.1020378956581383,0.7368333471689195
VISl,409,73,VISl,409,4,312782644,VISpor5,4,0.1835499993667639,0.1218067929148675,326.79241612474647,130.425156585123,0.30795908394803617,0.222922881951477
VISl,409,73,VISl,409,4,393,VISpl6b,4,0.18256175122065108,0.1509147772322815,284.90195401535675,141.126678466797,0.005708107742483125,0.0058408915188694
VISl,409,73,VISl,409,4,649,VISal6b,4,0.17122218964867308,0.145114283779386,266.44006415091013,174.0495058290905,0.01818422839712554,0.0131293226420041
VISl,409,73,VISl,409,4,312782636,VISpor2/3,4,0.16313280758457807,0.133678570389748,257.3507405339403,142.98752593994152,0.3151752677403872,0.17117348138017502
VISl,409,73,VISl,409,4,402,VISal,4,0.161649445902435,0.13266414865953802,259.3097525689503,196.4944889411555,0.5875147022643225,0.38431032512746854
VISl,409,73,VISl,409,4,233,VISal5,4,0.15985137370702326,0.12422277072015,290.85022312327186,184.6514791214375,0.15415767201087133,0.09279367427496854
VISl,409,73,VISl,409,4,902,VISpl5,4,0.1596781259714284,0.10834117606282251,314.61598762312116,79.68198384349719,0.14960655452910995,0.127945283786855
VISpm,533,72,VISpm,533,1,469,VISpm6b,1,0.31644521791282404,0.309102897004577,1221.9268795790888,1182.20509628732,0.09917847049975999,0.123189005528137
VISpm,533,72,VISpm,533,1,257,VISpm6a,1,0.29443503486544215,0.28267116300554,715.0705711471106,677.116227754076,0.4769526361460033,0.590905784591603
VISpm,533,72,VISpm,533,1,565,VISpm5,1,0.20295403926475164,0.190778122213582,544.508940553301,509.35527186284,0.6018974118338812,0.856807946716722
VISpm,533,72,VISpm,533,1,533,VISpm,1,0.15473652494532306,0.1506194930782,383.84303646912093,372.091636098147,1.8160298743799081,2.48195921364387
VISpm,533,72,VISpm,533,1,1046,VISam6a,1,0.1437907399699924,0.143790738870453,147.81570669454308,147.815705670177,0.23993433446971005,0.301151696288081
VISpm,533,72,VISpm,533,1,279,RSPagl6b,1,0.1340282530990813,0.133853818150632,153.14856535594575,152.860988807705,0.05517351264821446,0.0643954288238642
VISpm,533,72,VISpm,533,1,906,RSPagl6a,1,0.13318538023932422,0.132922626403083,165.1836089461883,164.753259471011,0.6565342075083174,0.802464982592983
VISpm,533,72,VISpm,533,1,155,LD,1,0.12848084533537818,0.128480850109749,201.53786726774533,201.537863166459,1.5720795950489528,2.35780694887861
VISpm,533,72,VISpm,533,1,377,VISpl6a,1,0.11435526314979465,0.114355264711549,90.20271062197556,90.2027096552338,0.14766794399357921,0.184322512921149
VISpm,533,72,VISpm,533,1,501,VISpm4,1,0.1138509684393448,0.110309322875632,302.68542092849316,291.976439291522,0.1245077098245612,0.171588122685356
VISpm,533,72,VISpm,533,1,274,RSPd6a,1,0.11122451293913987,0.111224511815562,86.68699324291423,86.6869944382154,1.0131094658403546,1.11209890944614
VISpm,533,72,VISpm,533,1,433,VISam5,1,0.1068286686273977,0.106817044804265,120.61474904559547,120.600901876166,0.2924225753299172,0.418738919915261
VISpm,533,72,VISpm,533,1,218,LP,1,0.09538934276755484,0.0953893407063435,151.1265867318027,151.126586367283,1.3786843992036932,2.06802659880554
VISpm,533,72,VISpm,533,1,590,RSPv6a,1,0.0950480290991454,0.0950480293459854,71.655675699981,71.65567532382,0.7548226685105347,0.668401076600415
VISpm,533,72,VISpm,533,1,401,VISam4,1,0.09499108889203424,0.0949910871237856,76.39065381261331,76.3906513563582,0.0684448300957232,0.0936543554249067
VISpm,533,72,VISpm,533,1,33,VISp6a,1,0.0948618145970278,0.0948618161492859,91.8161033029874,91.8161020384786,1.222816650683144,1.68664664104083
VISpm,533,72,VISpm,533,1,330,RSPd6b,1,0.0934464597219015,0.0934464599233222,57.04668456186653,57.0466851553262,0.0348819061704558,0.0362551201902311
VISpm,533,72,VISpm,533,1,41,VISpm2/3,1,0.09328739770509499,0.0925197365733297,215.2081576110271,213.291929459973,0.3210701199777312,0.458137673229801
VISpm,533,72,VISpm,533,1,441,VISam6b,1,0.09321245859068474,0.0932124610245774,64.32815257944257,64.3281514715427,0.026509391804854066,0.0326216569138996
VISpm,533,72,VISpm,533,1,394,VISam,1,0.0908215819453807,0.0908190316392464,82.12542972673306,82.1229036697293,0.8664053959149173,1.18131926131648
VISpm,533,72,VISpm,533,1,74,VISl6a,1,0.09007843963755217,0.0900784407169534,72.7089742174113,72.7089758367428,0.2244992452445779,0.312103937563524
VISpm,533,72,VISpm,533,1,531,MPT,1,0.0895587812049799,0.0895587832282817,96.84203238710138,96.8420303888432,0.04720618279572706,0.0708092741935906
VISpm,533,72,VISpm,533,1,305,VISp6b,1,0.08608113614674846,0.0860811364041701,64.47186147098527,64.4718616880415,0.17042588389866217,0.21310023623106
VISpm,533,72,VISpm,533,1,805,VISpm1,1,0.08384678496914594,0.0838467385507368,125.39481881853224,125.394744384178,0.19242352609797023,0.281330680892248
VISpm,533,72,VISpm,533,1,312782594,VISli6a,1,0.08350067739198007,0.0835006795304833,59.62861613254776,59.628616208465,0.0797516524904785,0.111014017064959
VISpm,533,72,VISpm,533,1,774,RSPagl5,1,0.08168880726342442,0.0813264862953141,163.67288808844657,162.875382805531,0.7124537070536819,1.00445823573918
VISpm,533,72,VISpm,533,1,321,SubG,1,0.08036553818279873,0.0803655373541822,100.31572803154835,100.315729626872,0.025984325690927467,0.0389764885363912
VISpm,533,72,VISpm,533,1,601,VISal6a,1,0.0801957451714313,0.0801957446078168,53.09333518258121,53.0933357212362,0.10780502042255063,0.149872528263049
VISpm,533,72,VISpm,533,1,121,VISl6b,1,0.07907529059856046,0.0790752920153417,51.36336682624647,51.3633672710367,0.03639940443863363,0.0474518727845336
VISpm,533,72,VISpm,533,1,649,VISal6b,1,0.0738566963293181,0.0738566978776529,39.90295537506268,39.9029541073658,0.019781330163862534,0.0254823978711901
VISp,385,65,VISp,385,33,74,VISl6a,33,0.23661149566108977,0.118585877120495,883.7727470732077,87.5844419150357,0.07195031116531388,0.0580602986845499
VISp,385,65,VISp,385,33,121,VISl6b,33,0.20968746538783523,0.109223559498787,679.5188441216186,62.0328254699707,0.01187645429461784,0.0099438324777204
VISp,385,65,VISp,385,33,33,VISp6a,33,0.19091988081108305,0.141869097948074,540.5140366313573,170.02676271847,0.33628108760337183,0.282904329870489
VISp,385,65,VISp,385,33,305,VISp6b,33,0.1904354737942763,0.132301077246666,509.37092858699964,125.040756225586,0.049456269074105455,0.0457227215706597
VISp,385,65,VISp,385,33,496345672,LGd-ip,33,0.18354909008542547,0.0440720193589521,1111.5471985032107,50.2062932591433,0.031169350871061253,0.030481175244346
VISp,385,65,VISp,385,33,409,VISl,33,0.1803380764732473,0.0615662640419361,698.7698188805846,65.6561760295142,0.33365705911071086,0.255142421494948
VISp,385,65,VISp,385,33,613,VISl5,33,0.17401794967407685,0.0507217435065531,681.0314401459502,46.267650968564,0.08003292622509373,0.0612504998189335
