source_acronym,source_structure_id,n_units_sampled,matched_injection_acronym,matched_injection_structure_id,n_injection_experiments,target_structure_id,target_acronym,n_experiments,mean_projection_density,median_projection_density,mean_projection_energy,median_projection_energy,mean_normalized_projection_volume,median_normalized_projection_volume
CA1,382,107,CA1,382,6,1080,HIP,6,0.018323050851206075,0.0084724577383494,43.81557319198638,7.8105345611482395,3.396378669366451,2.625068235878715
CA1,382,107,CA1,382,6,436,fx,6,0.01782370203313581,0.00234476807679645,21.694128940472662,0.9217847374819621,0.02805261547539989,0.00438183879499995
CA1,382,107,CA1,382,6,737,fxpo,6,0.017692790786024065,0.0022967974081566497,22.205205860769382,0.9052039412335235,0.029244910175875567,0.0044751231106865
CA1,382,107,CA1,382,6,449,vhc,6,0.017043446168379172,0.00632515994948335,5.9701490287254035,3.1080868840217604,0.006361234026561263,0.0025564130605254002
CA1,382,107,CA1,382,6,1099,fxs,6,0.015959248157785235,0.0104351470465848,31.698561072451128,4.3738560347495845,0.49008597147798194,0.40364081374517446
CA1,382,107,CA1,382,6,982,FC,6,0.015559145712886706,0.00219623827433675,11.644141153491397,1.2847522795200366,0.005423228438056426,0.00062040946215815
CA1,382,107,CA1,382,6,258,LSr,6,0.015151279186653786,0.0076277670670981505,37.48512793921434,5.0458824596771805,0.241169525840897,0.08506204981399096
CA1,382,107,CA1,382,6,312782570,VISa6b,6,0.015113676555397514,8.774346482386125e-05,8.462444204566161,0.0126206692109707,0.0029112290238762803,0.00015295536647837225
CA1,382,107,CA1,382,6,530,df,6,0.01509775413749869,0.000646166003207312,30.196488997205538,0.20786052430048577,0.0027368108367076755,9.842750553633946e-05
CA1,382,107,CA1,382,6,1120,IAM,6,0.01506993255738415,0.0011892212060047,9.931590433909742,0.779126137495041,0.0027674760899816576,0.0002280192166852603
CA1,382,107,CA1,382,6,1089,HPF,6,0.014934503631356115,0.00678147864527995,36.645466365567636,5.50609040260315,5.000854470645127,5.860641239818335
CA1,382,107,CA1,382,6,361,SSp-tr,6,0.01482739111358468,1.660369912299125e-05,18.603331472715674,0.00320349933517135,0.10898464631754755,0.00101062254986465
CA1,382,107,CA1,382,6,275,LSX,6,0.014461680233027359,0.008680794284667951,31.821939166227885,4.507156981137835,0.41261361337459823,0.1772230576510015
VISrl,417,92,Isocortex,315,129,74,VISl6a,129,0.09858716465442438,0.0078091211616993,293.27201728538995,3.77244028951465,0.05256958191023794,0.0071885313080223
VISrl,417,92,Isocortex,315,129,121,VISl6b,129,0.08963357197031455,0.0075952359475195,231.44606023717202,3.13589429855347,0.009071459812304552,0.0012685603340859
VISrl,417,92,Isocortex,315,129,312782594,VISli6a,129,0.08194016619389348,0.0070602716143907,208.13176481582326,3.36950034729224,0.01910366209158786,0.0022487276053102
VISrl,417,92,Isocortex,315,129,305,VISp6b,129,0.07719188192524108,0.0101502774339798,159.00666238719293,4.14708270506023,0.03428074120223429,0.0074882781918653
VISrl,417,92,Isocortex,315,129,33,VISp6a,129,0.0758994427170022,0.0077489246614277,173.77519979969765,3.29443264007568,0.221843671143228,0.030641397052407
VISrl,417,92,Isocortex,315,129,312782648,VISpor6a,129,0.07355802149094996,0.0039999077010945,194.18058783234426,1.90797412395477,0.03870547278164586,0.0030906595274172
VISrl,417,92,Isocortex,315,129,601,VISal6a,129,0.07350421742185964,0.0142852189019322,140.38967373679307,6.19840621948242,0.02606087906559833,0.0053354153263849
VISrl,417,92,Isocortex,315,129,312782598,VISli6b,129,0.07338800630776397,0.0066763437353074,170.72813414456252,2.86463504654878,0.00347780634522643,0.0004393770270455
VISrl,417,92,Isocortex,315,129,409,VISl,129,0.07178353592544731,0.0044497770029167,228.79200916922255,2.07272793135696,0.22281235411599842,0.0278105371679978
VISrl,417,92,Isocortex,315,129,421,VISl1,129,0.0668749705579556,0.0038650340866297,219.47041365306106,1.39941258929793,0.03677357647783633,0.0022297159183654
VISrl,417,92,Isocortex,315,129,377,VISpl6a,129,0.06686872745819959,0.001801582894944,131.67743491663728,0.739409818678234,0.019952346291129328,0.0008211796694738
VISrl,417,92,Isocortex,315,129,613,VISl5,129,0.06679847022815544,0.0019792064757997,219.97352938106934,1.12265002727509,0.0502941296003188,0.0026364537036184
VISrl,417,92,Isocortex,315,129,973,VISl2/3,129,0.06534915228265818,0.0011244717752561,212.50663508310527,0.492185592651367,0.04921848025955537,0.0012844305419607
VISrl,417,92,Isocortex,315,129,649,VISal6b,129,0.06444149787352457,0.0153458616426732,99.85929815612997,5.51978731155396,0.004641277947494399,0.0011347097726441
VISrl,417,92,Isocortex,315,129,312782652,VISpor6b,129,0.06374135854984318,0.0030441540293395,154.09354431014478,1.18383395671844,0.005968233220477625,0.0004037487977972
VISrl,417,92,Isocortex,315,129,573,VISl4,129,0.062091576446829805,0.000677520938343,203.53334999436208,0.369455612387979,0.02488512605574535,0.0005242848940129
VISrl,417,92,Isocortex,315,129,257,VISpm6a,129,0.061856560420678525,0.0073355743661522,97.7181346135336,3.06961059570312,0.034721058955562434,0.0043720424065339
VISrl,417,92,Isocortex,315,129,393,VISpl6b,129,0.06143204575295377,0.0019999602560339,102.38460973047792,0.646239995956421,0.001462901274299534,6.2806601129661e-05
VISrl,417,92,Isocortex,315,129,869,VISpl4,129,0.06090573770660048,0.0004216627527994,166.5015668561023,0.229323893785477,0.005576088775146153,7.12600609189005e-05
VISrl,417,92,Isocortex,315,129,312782574,VISli,129,0.05930148117954687,0.003782592373829,146.40034359195644,1.80624965961234,0.0875958636482958,0.0050413497560667
VISrl,417,92,Isocortex,315,129,469,VISpm6b,129,0.05762495337926421,0.0078498916700482,73.92973597839251,2.91333694496039,0.006013944229807456,0.0009015768687656
VISrl,417,92,Isocortex,315,129,312782578,VISli1,129,0.05694525985970665,0.0025563096151291,143.88229706813956,1.12185811276537,0.014285317973665355,0.0006635822352232
VISrl,417,92,Isocortex,315,129,312782620,VISrl6a,129,0.056803364510900234,0.0096028205007314,93.91868240916422,4.64300123564408,0.024787857908378768,0.0054616546872203
VISrl,417,92,Isocortex,315,129,1074,VISal1,129,0.056232060228324776,0.0041819810867309,114.78062982793381,1.99767684936523,0.021600428415638716,0.0016975036039326
