subset,decoder,loo_accuracy,loo_balanced_accuracy,n_correct,n_total,loo_roc_auc_raw_scores,loo_roc_auc_direction_free
all_stimuli,difference_raw,0.6694915254237288,0.6708513708513708,79,118,0.7777777777777778,0.7777777777777778
all_stimuli,norm_only,0.6694915254237288,0.656998556998557,79,118,0.6735930735930735,0.6735930735930735
all_stimuli,difference_row_l2,0.6779661016949152,0.6695526695526695,80,118,0.7772005772005771,0.7772005772005771
all_stimuli,difference_residualize_norm,0.652542372881356,0.654978354978355,77,118,0.7099567099567099,0.7099567099567099
norm_matched_subset,difference_raw,0.7307692307692307,0.7307692307692308,76,104,0.7625739644970413,0.7625739644970413
norm_matched_subset,norm_only,0.6346153846153846,0.6346153846153846,66,104,0.6416420118343196,0.6416420118343196
norm_matched_subset,difference_row_l2,0.7596153846153846,0.7596153846153846,79,104,0.7525887573964497,0.7525887573964497
norm_matched_subset,difference_residualize_norm,0.625,0.625,65,104,0.7185650887573964,0.7185650887573964
