clean_feature_index,original_neuron_index,raw_mu_inanimate,raw_mu_animate,raw_contrast,normalized_contrast,abs_normalized_contrast,signed_log_abs_normalized_contrast
22555,22555,0.17418176,0.17142855,-0.002753213,-0.001201136,0.001201136,-0.5505693
10246,10246,0.06399998,0.050793644,-0.013206337,-0.0012006056,0.0012006056,-0.5504315
30766,30766,0.035636354,0.054920617,0.019284263,0.0012005139,0.0012005139,0.55040765
34881,34881,0.07272725,0.09269838,0.019971132,0.0012005013,0.0012005013,0.55040437
15201,15201,0.010181817,0.0263492,0.016167384,0.0012004911,0.0012004911,0.55040175
4047,4047,0.05345453,0.07365077,0.02019624,0.0012003337,0.0012003337,0.5503608
23935,23935,0.012727273,0.029206343,0.016479071,0.0012002712,0.0012002712,0.5503446
29804,29804,0.032727268,0.022539679,-0.010187589,-0.0011999145,0.0011999145,-0.55025184
35777,35777,0.25527275,0.29396823,0.038695484,0.0011999104,0.0011999104,0.55025077
13151,13151,0.039636355,0.025079358,-0.0145569965,-0.0011999024,0.0011999024,-0.5502487
6515,6515,0.07563634,0.09936505,0.023728706,0.0011998555,0.0011998555,0.55023646
10143,10143,0.056363616,0.04412697,-0.012236647,-0.0011995195,0.0011995195,-0.55014914
36087,36087,0.020727273,0.03650793,0.015780658,0.0011993039,0.0011993039,0.55009305
26235,26235,0.053818155,0.045079343,-0.008738812,-0.0011992853,0.0011992853,-0.5500882
20217,20217,0.042909086,0.02857142,-0.014337666,-0.0011992094,0.0011992094,-0.55006844
37637,37637,0.020727271,0.03746031,0.016733037,0.0011991985,0.0011991985,0.55006564
26609,26609,0.0672727,0.060317434,-0.006955266,-0.0011990955,0.0011990955,-0.5500388
7351,7351,0.061454527,0.05238093,-0.009073596,-0.0011983435,0.0011983435,-0.5498432
29702,29702,0.044727266,0.032063484,-0.012663782,-0.0011978485,0.0011978485,-0.5497143
6389,6389,0.07599998,0.06666663,-0.00933335,-0.0011978163,0.0011978163,-0.549706
30975,30975,0.09199997,0.11174601,0.019746043,0.0011977265,0.0011977265,0.5496826
38031,38031,0.04581817,0.0638095,0.01799133,0.0011976594,0.0011976594,0.54966515
31771,31771,0.03854544,0.0263492,-0.012196241,-0.0011976243,0.0011976243,-0.549656
12012,12012,0.018909091,0.03492063,0.016011538,0.0011975137,0.0011975137,0.5496272
33798,33798,0.07309089,0.09365076,0.02055987,0.0011974047,0.0011974047,0.5495988
21669,21669,0.052363627,0.074285686,0.02192206,0.0011973865,0.0011973865,0.5495941
24289,24289,0.043636356,0.033015866,-0.01062049,-0.0011972683,0.0011972683,-0.5495633
763,763,0.059999987,0.051111087,-0.0088889,-0.0011972636,0.0011972636,-0.5495621
13675,13675,0.031636365,0.017142855,-0.01449351,-0.0011971529,0.0011971529,-0.54953325
5342,5342,0.034909084,0.022857137,-0.012051947,-0.0011970558,0.0011970558,-0.549508
26029,26029,0.041818175,0.060317438,0.018499263,0.0011969924,0.0011969924,0.5494914
30085,30085,0.049090892,0.06761902,0.018528126,0.0011969372,0.0011969372,0.5494771
29509,29509,0.23709093,0.26952383,0.0324329,0.0011968538,0.0011968538,0.54945534
36952,36952,0.0581818,0.07714283,0.018961027,0.0011967854,0.0011967854,0.5494375
28321,28321,0.039636362,0.025714284,-0.013922079,-0.0011967518,0.0011967518,-0.54942876
834,834,0.0370909,0.022857139,-0.014233762,-0.00119672,0.00119672,-0.54942054
31653,31653,0.05454545,0.07047617,0.015930716,0.0011966494,0.0011966494,0.5494021
7512,7512,0.03599999,0.02603174,-0.009968251,-0.0011963586,0.0011963586,-0.54932636
804,804,0.029090898,0.017777778,-0.01131312,-0.0011962256,0.0011962256,-0.54929173
12544,12544,0.1374545,0.13555552,-0.0018989742,-0.0011962224,0.0011962224,-0.54929084
27898,27898,0.034545448,0.051746015,0.017200567,0.0011961784,0.0011961784,0.5492794
2975,2975,0.053818166,0.0711111,0.017292932,0.0011961451,0.0011961451,0.54927075
7923,7923,0.037818175,0.02571428,-0.012103895,-0.0011961176,0.0011961176,-0.5492636
29030,29030,0.023272725,0.04095237,0.017679645,0.001196071,0.001196071,0.54925144
10500,10500,0.06799998,0.088253945,0.020253964,0.0011954,0.0011954,0.5490765
16515,16515,0.042545445,0.060952358,0.018406913,0.001195346,0.001195346,0.5490625
8400,8400,0.07199997,0.06507934,-0.0069206282,-0.001195305,0.001195305,-0.54905176
30865,30865,0.024727266,0.04158729,0.016860023,0.0011952547,0.0011952547,0.54903865
34512,34512,0.04254544,0.031746022,-0.010799419,-0.0011952354,0.0011952354,-0.54903364
30510,30510,0.06436362,0.05492062,-0.009443,-0.0011952049,0.0011952049,-0.54902565
12231,12231,0.06290908,0.051428556,-0.011480525,-0.0011949064,0.0011949064,-0.5489478
27770,27770,0.021090906,0.038095225,0.017004319,0.0011947701,0.0011947701,0.5489123
24619,24619,0.046181813,0.033333324,-0.012848489,-0.0011946401,0.0011946401,-0.5488784
3661,3661,0.20909093,0.21523811,0.006147176,-0.0011944845,0.0011944845,-0.5488378
19737,19737,0.24872729,0.28571433,0.036987036,0.0011944119,0.0011944119,0.5488188
16391,16391,0.06981816,0.060317434,-0.009500727,-0.0011943951,0.0011943951,-0.5488145
39180,39180,0.07054542,0.06031743,-0.010227989,-0.0011943905,0.0011943905,-0.5488133
17932,17932,0.021454543,0.036507923,0.01505338,0.0011941936,0.0011941936,0.54876196
10682,10682,0.12036359,0.119682506,-0.0006810874,-0.0011941912,0.0011941912,-0.54876125
10622,10622,0.2836364,0.28857145,0.004935056,-0.0011940971,0.0011940971,-0.54873675
5111,5111,0.0330909,0.020952376,-0.012138525,-0.0011940312,0.0011940312,-0.5487195
31636,31636,0.042545445,0.059999987,0.017454542,0.0011939043,0.0011939043,0.54868644
32080,32080,0.017454546,0.0326984,0.015243854,0.0011938283,0.0011938283,0.5486666
27649,27649,0.022545451,0.03999998,0.01745453,0.0011936871,0.0011936871,0.54862976
29862,29862,0.04254544,0.03238095,-0.010164492,-0.0011936612,0.0011936612,-0.54862297
8057,8057,0.041454535,0.02857142,-0.012883116,-0.0011932857,0.0011932857,-0.548525
22000,22000,0.03818181,0.05619047,0.018008657,0.0011931423,0.0011931423,0.54848754
4487,4487,0.023999998,0.040634908,0.01663491,0.00119298,0.00119298,0.54844517
24748,24748,0.042545445,0.030158726,-0.012386719,-0.0011929555,0.0011929555,-0.5484388
38898,38898,0.05527271,0.044444423,-0.010828286,-0.0011929122,0.0011929122,-0.54842746
36221,36221,0.04581817,0.06412697,0.0183088,0.0011928254,0.0011928254,0.5484048
3062,3062,0.045454532,0.06444444,0.018989906,0.0011927658,0.0011927658,0.54838926
27412,27412,0.033818174,0.023174597,-0.010643577,-0.0011923227,0.0011923227,-0.54827356
31020,31020,0.09999997,0.09079361,-0.009206362,-0.0011922782,0.0011922782,-0.54826194
30380,30380,0.043272715,0.062222198,0.018949483,0.0011922349,0.0011922349,0.5482506
38977,38977,0.030181814,0.047301576,0.017119762,0.0011922305,0.0011922305,0.5482495
7349,7349,0.055999983,0.046349194,-0.009650789,-0.0011922261,0.0011922261,-0.5482483
30808,30808,0.04872725,0.040317446,-0.008409806,-0.001192,0.001192,-0.5481893
37086,37086,0.09599996,0.120634876,0.024634913,0.0011916934,0.0011916934,0.5481091
1295,1295,0.022545451,0.039682534,0.017137082,0.0011916498,0.0011916498,0.5480978
6361,6361,0.06254543,0.051746015,-0.010799419,-0.001191583,0.001191583,-0.5480803
9623,9623,0.050909072,0.04031745,-0.010591622,-0.0011915339,0.0011915339,-0.54806745
2534,2534,0.06181816,0.051746026,-0.010072134,-0.001191529,0.001191529,-0.5480662
33930,33930,0.06654544,0.08317457,0.01662913,0.0011915192,0.0011915192,0.54806364
3497,3497,0.0752727,0.06666663,-0.008606069,-0.0011915173,0.0011915173,-0.54806316
24044,24044,0.029818173,0.017777776,-0.012040397,-0.0011914774,0.0011914774,-0.5480527
225,225,0.08036361,0.06444443,-0.015919179,-0.0011913232,0.0011913232,-0.5480124
33215,33215,0.04509089,0.06539681,0.020305917,0.001191298,0.001191298,0.5480058
27252,27252,0.060363617,0.051111087,-0.00925253,-0.001191284,0.001191284,-0.5480022
12926,12926,0.07781816,0.06793647,-0.00988169,-0.0011912622,0.0011912622,-0.54799646
25068,25068,0.033454537,0.05206348,0.018608943,0.0011912312,0.0011912312,0.54798836
38230,38230,0.021454541,0.03746031,0.016005768,0.0011911958,0.0011911958,0.5479791
27673,27673,0.029454539,0.046349198,0.016894659,0.0011910677,0.0011910677,0.5479457
37630,37630,0.0370909,0.056507923,0.019417021,0.0011907229,0.0011907229,0.5478555
38010,38010,0.025090905,0.041904747,0.016813843,0.0011907017,0.0011907017,0.54785
16719,16719,0.094545424,0.08793648,-0.0066089407,-0.001190674,0.001190674,-0.54784274
10722,10722,0.06799998,0.08412696,0.016126975,0.0011905907,0.0011905907,0.547821
23569,23569,0.054181803,0.07492062,0.020738814,0.001190518,0.001190518,0.547802
31725,31725,0.04872727,0.03619047,-0.012536801,-0.0011904968,0.0011904968,-0.5477964
12351,12351,0.06581816,0.056825377,-0.008992784,-0.0011904631,0.0011904631,-0.54778755
19941,19941,0.029454537,0.047301576,0.017847039,0.0011904608,0.0011904608,0.54778695
21431,21431,0.033454534,0.053333312,0.019878779,0.00119037,0.00119037,0.5477632
35393,35393,0.025090905,0.042539667,0.017448762,0.0011902419,0.0011902419,0.54772973
31230,31230,0.09563633,0.08539678,-0.010239549,-0.0011898614,0.0011898614,-0.54763025
18400,18400,0.051272713,0.06857142,0.017298706,0.0011896165,0.0011896165,0.5475662
13506,13506,0.039636355,0.028571423,-0.011064932,-0.0011894733,0.0011894733,-0.54752874
29937,29937,0.051999982,0.06825395,0.016253967,0.00118946,0.00118946,0.5475253
27304,27304,0.05527272,0.07428569,0.019012973,0.0011892729,0.0011892729,0.5474763
871,871,0.066181794,0.05587299,-0.010308802,-0.0011891746,0.0011891746,-0.54745054
15373,15373,0.030181818,0.04698412,0.016802303,0.0011891318,0.0011891318,0.54743934
33592,33592,0.033818174,0.051746015,0.01792784,0.0011890712,0.0011890712,0.54742354
20261,20261,0.031636354,0.048888877,0.017252523,0.0011890689,0.0011890689,0.5474229
33812,33812,0.054181807,0.043809507,-0.0103723,-0.0011889867,0.0011889867,-0.54740137
15230,15230,0.012363638,0.027301583,0.014937946,0.0011887843,0.0011887843,0.54734844
8196,8196,0.09381815,0.0885714,-0.005246751,-0.0011887113,0.0011887113,-0.5473293
4944,4944,0.1203636,0.115555495,-0.0048081055,-0.0011884803,0.0011884803,-0.5472688
33833,33833,0.034545444,0.052380938,0.017835494,0.0011884624,0.0011884624,0.54726416
22244,22244,0.05999999,0.078730136,0.018730145,0.0011878186,0.0011878186,0.5470956
24510,24510,0.09963633,0.09269839,-0.0069379434,-0.0011877967,0.0011877967,-0.5470899
26563,26563,0.06509088,0.083492026,0.018401146,0.0011877269,0.0011877269,0.5470716
25180,25180,0.04763635,0.040317446,-0.0073189028,-0.00118766,0.00118766,-0.54705405
38873,38873,0.09345452,0.11492059,0.021466069,0.0011876412,0.0011876412,0.54704916
32508,32508,0.04836363,0.034920625,-0.013443004,-0.0011876058,0.0011876058,-0.54703987
33328,33328,0.07490907,0.0638095,-0.0110995695,-0.0011875434,0.0011875434,-0.54702353
34921,34921,0.049090907,0.03492062,-0.014170285,-0.0011874903,0.0011874903,-0.5470096
12401,12401,0.04254544,0.060634907,0.018089466,0.0011874842,0.0011874842,0.54700804
10194,10194,0.03563636,0.054603152,0.01896679,0.0011873527,0.0011873527,0.5469736
34847,34847,0.18909085,0.19174603,0.0026551783,-0.001187345,0.001187345,-0.54697156
35983,35983,0.07381816,0.09301585,0.019197688,0.0011871262,0.0011871262,0.5469142
12471,12471,0.021090906,0.03555555,0.014464643,0.0011870759,0.0011870759,0.54690105
29863,29863,0.026545448,0.044126976,0.017581528,0.0011870407,0.0011870407,0.5468918
32028,32028,0.07854544,0.09777774,0.019232295,0.0011870326,0.0011870326,0.54688966
23361,23361,0.039272726,0.05460315,0.015330423,0.00118699,0.00118699,0.5468785
24091,24091,0.031636357,0.019365076,-0.012271281,-0.0011869272,0.0011869272,-0.5468621
29630,29630,0.0792727,0.09999996,0.020727254,0.0011868556,0.0011868556,0.5468433
31095,31095,0.06036361,0.05015871,-0.0102049,-0.001186729,0.001186729,-0.54681015
12970,12970,0.08145452,0.07365077,-0.007803753,-0.0011867089,0.0011867089,-0.5468049
29580,29580,0.015272727,0.0311111,0.015838373,0.0011866491,0.0011866491,0.54678917
964,964,0.11599996,0.11238089,-0.0036190674,-0.001186558,0.001186558,-0.5467653
30061,30061,0.038545452,0.025079357,-0.013466096,-0.0011865185,0.0011865185,-0.54675496
27105,27105,0.059636347,0.048253946,-0.011382401,-0.0011863457,0.0011863457,-0.54670966
1523,1523,0.03418181,0.05111109,0.01692928,0.0011863185,0.0011863185,0.54670256
36132,36132,0.042181812,0.030793637,-0.011388175,-0.001186209,0.001186209,-0.5466739
137,137,0.037818175,0.02698412,-0.010834055,-0.0011861362,0.0011861362,-0.54665476
2058,2058,0.03781817,0.05460316,0.016784988,0.0011861145,0.0011861145,0.5466491
36887,36887,0.04545453,0.06412696,0.018672433,0.0011860747,0.0011860747,0.5466386
1811,1811,0.086909086,0.07746028,-0.009448804,-0.0011860612,0.0011860612,-0.5466351
35672,35672,0.044727262,0.06253966,0.017812397,0.0011860055,0.0011860055,0.5466205
30129,30129,0.024363633,0.04126983,0.016906198,0.0011859445,0.0011859445,0.5466045
9547,9547,0.08181814,0.0749206,-0.006897539,-0.0011858162,0.0011858162,-0.5465709
3514,3514,0.037454534,0.02571428,-0.011740254,-0.0011855734,0.0011855734,-0.54650724
3183,3183,0.02727272,0.044761892,0.017489173,0.0011854982,0.0011854982,0.54648745
36683,36683,0.036727276,0.05428571,0.017558433,0.0011854118,0.0011854118,0.5464648
30508,30508,0.04254544,0.032063488,-0.010481954,-0.0011853029,0.0011853029,-0.54643625
24650,24650,0.047636352,0.067301564,0.019665211,0.0011851904,0.0011851904,0.54640675
4276,4276,0.038909085,0.056825377,0.017916292,0.0011851517,0.0011851517,0.5463966
32720,32720,0.025454538,0.04380951,0.018354973,0.001185073,0.001185073,0.546376
11875,11875,0.047272712,0.03650792,-0.010764793,-0.0011848202,0.0011848202,-0.5463096
31627,31627,0.055636354,0.04190475,-0.013731603,-0.0011847091,0.0011847091,-0.5462805
37464,37464,0.04509089,0.032380946,-0.012709945,-0.00118465,0.00118465,-0.546265
33664,33664,0.025090903,0.042539664,0.01744876,0.0011844153,0.0011844153,0.5462034
11683,11683,0.08145452,0.07301585,-0.008438677,-0.001184395,0.001184395,-0.5461981
14375,14375,0.0421818,0.033333324,-0.008848477,-0.0011843222,0.0011843222,-0.54617894
25015,25015,0.0861818,0.105714254,0.019532457,0.0011840523,0.0011840523,0.5461081
21719,21719,0.059272714,0.07809522,0.018822506,0.0011839187,0.0011839187,0.5460731
30837,30837,0.03599999,0.054920625,0.018920634,0.0011838097,0.0011838097,0.54604447
9052,9052,0.03236363,0.05015872,0.01779509,0.0011836621,0.0011836621,0.5460057
38452,38452,0.033454537,0.0542857,0.020831164,0.0011835429,0.0011835429,0.5459744
31455,31455,0.12399997,0.1180952,-0.0059047714,-0.0011834688,0.0011834688,-0.54595494
37865,37865,0.051999986,0.07079362,0.018793635,0.0011834088,0.0011834088,0.5459392
11283,11283,0.11745449,0.14507934,0.027624853,0.0011832174,0.0011832174,0.54588896
22274,22274,0.019999998,0.037142847,0.017142849,0.0011831938,0.0011831938,0.5458827
27528,27528,0.027999995,0.045079358,0.017079363,0.0011831808,0.0011831808,0.54587936
36443,36443,0.07818179,0.06793649,-0.010245301,-0.001183101,0.001183101,-0.5458584
88,88,0.11781814,0.11428567,-0.0035324693,-0.0011830414,0.0011830414,-0.5458427
2080,2080,0.053818166,0.040952366,-0.0128658,-0.0011830283,0.0011830283,-0.54583925
30518,30518,0.03345454,0.05174602,0.018291477,0.0011828593,0.0011828593,0.54579484
23111,23111,0.03090909,0.046349194,0.0154401045,0.0011827536,0.0011827536,0.54576707
24342,24342,0.019272726,0.03492063,0.015647903,0.0011826946,0.0011826946,0.5457516
36647,36647,0.06036362,0.08031743,0.01995381,0.001182619,0.001182619,0.5457318
13521,13521,0.021818178,0.04031745,0.018499272,0.001182559,0.001182559,0.545716
38162,38162,0.022909086,0.039365068,0.016455982,0.0011824637,0.0011824637,0.54569095
2925,2925,0.053818166,0.06888885,0.015070684,0.0011824416,0.0011824416,0.5456852
36000,36000,0.045090903,0.032698408,-0.012392495,-0.0011821536,0.0011821536,-0.5456095
34070,34070,0.044727255,0.033015866,-0.011711389,-0.0011819282,0.0011819282,-0.5455502
38321,38321,0.041454535,0.060317438,0.018862903,0.001181768,0.001181768,0.54550815
36650,36650,0.04072727,0.057777766,0.017050497,0.0011816307,0.0011816307,0.545472
6203,6203,0.045090895,0.03365079,-0.011440106,-0.0011814951,0.0011814951,-0.5454364
6411,6411,0.049090896,0.06825394,0.019163046,0.0011813212,0.0011813212,0.5453907
1347,1347,0.0941818,0.08317459,-0.011007212,-0.001181291,0.001181291,-0.54538274
26651,26651,0.03090908,0.048571408,0.017662328,0.0011810483,0.0011810483,0.5453189
4486,4486,0.0149090905,0.032698404,0.017789314,0.0011809748,0.0011809748,0.5452996
2126,2126,0.026909085,0.04412697,0.017217884,0.0011809627,0.0011809627,0.54529643
23900,23900,0.03927272,0.028253956,-0.011018766,-0.0011807049,0.0011807049,-0.5452286
4890,4890,0.05563635,0.043809503,-0.011826847,-0.001180537,0.001180537,-0.5451845
32340,32340,0.13999994,0.13428566,-0.0057142824,-0.0011804225,0.0011804225,-0.54515433
4632,4632,0.053818163,0.04476189,-0.009056274,-0.0011802455,0.0011802455,-0.5451078
11807,11807,0.041090902,0.059365064,0.018274162,0.0011802034,0.0011802034,0.5450967
8339,8339,0.04399999,0.06349204,0.019492049,0.0011801957,0.0011801957,0.54509467
5354,5354,0.021818178,0.038095232,0.016277054,0.0011801795,0.0011801795,0.54509044
17055,17055,0.039999984,0.03047618,-0.009523803,-0.0011801287,0.0011801287,-0.545077
27655,27655,0.11781815,0.110476136,-0.0073420107,-0.0011797845,0.0011797845,-0.5449865
3419,3419,0.054181814,0.04126983,-0.012911983,-0.0011797061,0.0011797061,-0.54496586
29628,29628,0.07309089,0.09142854,0.018337652,0.0011796453,0.0011796453,0.5449498
31014,31014,0.048363622,0.0374603,-0.010903321,-0.0011794886,0.0011794886,-0.5449086
6123,6123,0.1952727,0.1996825,0.004409805,-0.00117944,0.00117944,-0.54489577
32114,32114,0.012363637,0.028253965,0.015890328,0.0011794175,0.0011794175,0.54488987
29113,29113,0.03054545,0.04920633,0.01866088,0.0011793254,0.0011793254,0.54486567
13581,13581,0.03963635,0.057460297,0.017823946,0.001179318,0.001179318,0.54486364
13685,13685,0.016363638,0.028888887,0.012525249,0.0011793138,0.0011793138,0.54486257
9747,9747,0.051636346,0.042539664,-0.009096682,-0.0011793072,0.0011793072,-0.54486084
31683,31683,0.033818174,0.020952374,-0.0128658,-0.0011792575,0.0011792575,-0.5448477
1991,1991,0.070545435,0.09238093,0.021835499,0.0011790097,0.0011790097,0.5447825
22434,22434,0.05818179,0.049206328,-0.008975461,-0.001178646,0.001178646,-0.54468673
11511,11511,0.08072724,0.07365076,-0.0070764795,-0.0011784709,0.0011784709,-0.54464066
35359,35359,0.03745454,0.053968232,0.01651369,0.0011784106,0.0011784106,0.54462475
9568,9568,0.043636348,0.032063484,-0.011572864,-0.0011782928,0.0011782928,-0.54459375
23737,23737,0.046909075,0.03555554,-0.011353534,-0.001178242,0.001178242,-0.54458034
416,416,0.041818168,0.05777776,0.01595959,0.0011782052,0.0011782052,0.5445707
2401,2401,0.03999999,0.0574603,0.017460309,0.0011779685,0.0011779685,0.5445083
38616,38616,0.112727225,0.10793645,-0.0047907755,-0.0011777785,0.0011777785,-0.5444582
7483,7483,0.058909073,0.050158717,-0.008750357,-0.0011775536,0.0011775536,-0.54439896
13893,13893,0.05454543,0.044761885,-0.009783544,-0.0011773612,0.0011773612,-0.5443483
16489,16489,0.051999986,0.041904747,-0.010095239,-0.0011772674,0.0011772674,-0.54432356
37038,37038,0.06472725,0.08603172,0.021304473,0.0011768644,0.0011768644,0.54421735
29305,29305,0.09490907,0.08603172,-0.008877352,-0.0011765384,0.0011765384,-0.5441314
21609,21609,0.021454543,0.035873003,0.01441846,0.001176501,0.001176501,0.5441215
31692,31692,0.0370909,0.0263492,-0.010741701,-0.0011764201,0.0011764201,-0.54410017
32658,32658,0.028727267,0.045079358,0.016352091,0.0011760858,0.0011760858,0.544012
4811,4811,0.054181803,0.045079347,-0.009102456,-0.0011760767,0.0011760767,-0.5440096
34175,34175,0.09999997,0.093650766,-0.006349206,-0.0011760043,0.0011760043,-0.5439905
29491,29491,0.13090906,0.12634915,-0.0045599043,-0.0011759596,0.0011759596,-0.5439787
9150,9150,0.09345451,0.11841265,0.024958141,0.0011755722,0.0011755722,0.5438765
37460,37460,0.045454524,0.035238083,-0.010216441,-0.0011754145,0.0011754145,-0.5438349
8165,8165,0.03890908,0.028253958,-0.010655124,-0.0011752925,0.0011752925,-0.54380274
26884,26884,0.023272723,0.039682534,0.01640981,0.001175161,0.001175161,0.54376805
6715,6715,0.050545435,0.039365068,-0.011180367,-0.0011751172,0.0011751172,-0.5437565
5765,5765,0.020727267,0.037142843,0.016415576,0.0011751045,0.0011751045,0.54375315
26103,26103,0.058181822,0.041587297,-0.016594525,-0.0011750904,0.0011750904,-0.5437494
25579,25579,0.051272705,0.043174587,-0.008098118,-0.0011749985,0.0011749985,-0.54372513
29865,29865,0.026909083,0.044761892,0.01785281,0.0011749719,0.0011749719,0.54371816
27681,27681,0.03163636,0.047936488,0.016300127,0.0011747384,0.0011747384,0.54365647
28916,28916,0.049818173,0.039365064,-0.010453109,-0.0011746425,0.0011746425,-0.5436312
29349,29349,0.013818182,0.031111108,0.017292926,0.0011746372,0.0011746372,0.54362977
23773,23773,0.034545448,0.05047618,0.01593073,0.001174561,0.001174561,0.5436097
13538,13538,0.0149090905,0.030158725,0.015249634,0.0011745191,0.0011745191,0.5435986
15220,15220,0.047999993,0.06730157,0.019301578,0.0011744308,0.0011744308,0.5435753
9781,9781,0.048363626,0.06539681,0.017033182,0.0011742036,0.0011742036,0.5435153
35747,35747,0.07163634,0.09269838,0.021062039,0.0011741593,0.0011741593,0.54350364
36467,36467,0.050545435,0.06952379,0.018978354,0.0011740974,0.0011740974,0.54348725
9116,9116,0.03418181,0.022222217,-0.011959594,-0.0011739347,0.0011739347,-0.5434443
1293,1293,0.103999965,0.13079362,0.026793651,0.001173934,0.001173934,0.5434441
36112,36112,0.06581818,0.08444442,0.018626235,0.0011738329,0.0011738329,0.54341745
35968,35968,0.06836362,0.059682526,-0.008681096,-0.0011738166,0.0011738166,-0.5434131
11658,11658,0.13890904,0.13587297,-0.003036067,-0.0011738138,0.0011738138,-0.5434123
351,351,0.06436362,0.053650778,-0.010712843,-0.0011735009,0.0011735009,-0.5433297
2067,2067,0.045454524,0.035238083,-0.010216441,-0.001173493,0.001173493,-0.5433276
7920,7920,0.0621818,0.05396824,-0.008213561,-0.0011734064,0.0011734064,-0.54330474
2120,2120,0.021090908,0.03777777,0.016686862,0.0011732872,0.0011732872,0.54327327
30711,30711,0.04981817,0.039047606,-0.010770563,-0.0011731316,0.0011731316,-0.54323214
36124,36124,0.05781817,0.07746029,0.019642118,0.0011730418,0.0011730418,0.5432084
20548,20548,0.022181816,0.037777767,0.01559595,0.0011729586,0.0011729586,0.5431864
22085,22085,0.03418181,0.052698392,0.018516582,0.0011729267,0.0011729267,0.543178
9735,9735,0.05272726,0.0695238,0.016796537,0.001172883,0.001172883,0.54316646
894,894,0.036363624,0.02603174,-0.010331884,-0.0011727253,0.0011727253,-0.5431248
3635,3635,0.0581818,0.050476167,-0.0077056326,-0.0011726893,0.0011726893,-0.54311526
1045,1045,0.05781817,0.07936506,0.02154689,0.0011726432,0.0011726432,0.5431031
37583,37583,0.04,0.026349202,-0.013650797,-0.0011725808,0.0011725808,-0.5430866
18869,18869,0.0330909,0.052063476,0.018972576,0.0011725202,0.0011725202,0.54307055
36450,36450,0.048727263,0.06888886,0.020161595,0.0011725067,0.0011725067,0.543067
21490,21490,0.09709087,0.11904759,0.02195672,0.0011724932,0.0011724932,0.54306346
4488,4488,0.025818178,0.014603174,-0.011215004,-0.0011724802,0.0011724802,-0.54306
29467,29467,0.021818178,0.03809523,0.01627705,0.0011720714,0.0011720714,0.54295194
28610,28610,0.049818162,0.038412686,-0.011405475,-0.0011720285,0.0011720285,-0.54294056
37285,37285,0.047999974,0.06698411,0.018984135,0.0011720224,0.0011720224,0.54293895
6384,6384,0.033454534,0.051428556,0.017974023,0.0011719824,0.0011719824,0.5429284
23750,23750,0.1770909,0.17936502,0.0022741258,-0.0011719735,0.0011719735,-0.5429261
35738,35738,0.06690906,0.08634917,0.019440107,0.0011719316,0.0011719316,0.542915
4720,4720,0.06509089,0.054603152,-0.010487735,-0.0011716634,0.0011716634,-0.54284406
444,444,0.06763634,0.08698409,0.01934775,0.0011716178,0.0011716178,0.54283196
32609,32609,0.029090906,0.047301568,0.018210663,0.0011712869,0.0011712869,0.54274446
22002,22002,0.02836363,0.046031732,0.017668102,0.0011711938,0.0011711938,0.54271984
30131,30131,0.041454535,0.05873014,0.017275605,0.0011711314,0.0011711314,0.54270333
35224,35224,0.13127267,0.15682538,0.025552705,0.0011710953,0.0011710953,0.54269373
37235,37235,0.24399999,0.2511111,0.0071111023,-0.001170868,0.001170868,-0.54263365
18440,18440,0.044727266,0.06349204,0.018764772,0.0011707311,0.0011707311,0.5425974
36924,36924,0.060727254,0.08095235,0.020225093,0.0011704173,0.0011704173,0.5425144
11917,11917,0.035999995,0.052698404,0.016698409,0.0011703798,0.0011703798,0.54250443
38888,38888,0.06472726,0.055873,-0.0088542625,-0.0011702487,0.0011702487,-0.54246974
27823,27823,0.035999995,0.053968236,0.017968241,0.0011701903,0.0011701903,0.54245424
14732,14732,0.031999998,0.020317456,-0.011682542,-0.0011700911,0.0011700911,-0.542428
15893,15893,0.094545424,0.11682535,0.022279926,0.0011700727,0.0011700727,0.5424231
38818,38818,0.08181815,0.10317455,0.021356404,0.0011699242,0.0011699242,0.54238385
18301,18301,0.026909089,0.014603175,-0.0123059135,-0.0011698646,0.0011698646,-0.54236805
24573,24573,0.13818176,0.13587297,-0.002308786,-0.0011697402,0.0011697402,-0.5423351
7265,7265,0.1454545,0.14507934,-0.00037515163,-0.0011697318,0.0011697318,-0.5423329
4764,4764,0.0290909,0.01777777,-0.011313129,-0.0011697283,0.0011697283,-0.542332
6921,6921,0.02545454,0.04190475,0.016450211,0.001169713,0.001169713,0.54232794
18181,18181,0.03672727,0.053333327,0.016606059,0.0011695325,0.0011695325,0.54228014
29936,29936,0.055636343,0.04761903,-0.008017313,-0.0011694478,0.0011694478,-0.5422577
429,429,0.11272724,0.10730154,-0.005425699,-0.0011694347,0.0011694347,-0.5422542
3515,3515,0.020363634,0.03682539,0.016461754,0.0011693047,0.0011693047,0.54221976
23665,23665,0.05709089,0.04666665,-0.010424241,-0.0011692059,0.0011692059,-0.54219365
12954,12954,0.053090893,0.04158729,-0.011503603,-0.0011689004,0.0011689004,-0.5421127
25987,25987,0.02945454,0.046031732,0.016577192,0.0011687977,0.0011687977,0.5420855
11225,11225,0.087272696,0.07904759,-0.008225106,-0.0011687162,0.0011687162,-0.5420639
24169,24169,0.043272723,0.033333324,-0.009939399,-0.0011686704,0.0011686704,-0.5420518
33868,33868,0.028363626,0.047619037,0.01925541,0.0011685016,0.0011685016,0.5420071
2040,2040,0.031636357,0.019047618,-0.012588739,-0.0011684016,0.0011684016,-0.5419805
