decoder,observed_loo_balanced_accuracy,null_balanced_accuracy_mean,null_balanced_accuracy_std,null_balanced_accuracy_95pct,null_balanced_accuracy_99pct,p_value_greater_equal,n_permutations
common_raw,0.6515151515151515,0.4967115521430969,0.11173487454652786,0.6015945076942444,0.6243953704833984,0.002997002997002997,1000
common_orthogonalized,0.45021645021645024,0.4989112615585327,0.09262057393789291,0.6032034754753113,0.6581774950027466,0.7892107892107892,1000
difference_reference,0.6708513708513708,0.49326178431510925,0.05872056260704994,0.5812914371490479,0.6060606241226196,0.000999000999000999,1000
norm_only,0.656998556998557,0.49700233340263367,0.11536265909671783,0.6029220819473267,0.6288701295852661,0.001998001998001998,1000
