quantity,norm,dot_with_difference,cosine_with_difference
common_raw,11.721142768859863,11.117562294006348,0.3480779230594635
common_orthogonalized,10.988166809082031,-4.6889726945664734e-07,-1.565991247787224e-08
difference_reference,2.7249786853790283,7.425509452819824,1.0
mu_animate,12.262099266052246,14.830317497253418,0.443835973739624
mu_inanimate,11.319196701049805,7.404808044433594,0.2400684505701065
