perm_idx,accuracy,balanced_accuracy,auc
364,0.5169491525423728,0.5152958152958153,0.5102453102453102
365,0.5254237288135594,0.5255411255411255,0.5408369408369408
366,0.5,0.49942279942279943,0.5373737373737374
367,0.4745762711864407,0.47099567099567097,0.47445887445887447
368,0.5338983050847458,0.5334776334776334,0.5307359307359307
369,0.576271186440678,0.5743145743145743,0.5434343434343434
370,0.3983050847457627,0.3937950937950938,0.34805194805194806
371,0.4067796610169492,0.40404040404040403,0.3696969696969697
372,0.6016949152542372,0.6004329004329004,0.6963924963924965
373,0.4152542372881356,0.4108225108225108,0.33881673881673885
374,0.4576271186440678,0.45396825396825397,0.49696969696969695
375,0.5508474576271186,0.5458874458874459,0.4995670995670996
376,0.3898305084745763,0.38470418470418466,0.35007215007215003
377,0.4661016949152542,0.4584415584415584,0.41414141414141414
378,0.5847457627118644,0.5845598845598845,0.5659451659451659
379,0.5508474576271186,0.547041847041847,0.5451659451659452
380,0.5084745762711864,0.5073593073593073,0.5321789321789322
381,0.4406779661016949,0.43347763347763346,0.3913419913419913
382,0.3474576271186441,0.3438672438672439,0.2733044733044733
383,0.5254237288135594,0.5186147186147186,0.47849927849927854
384,0.576271186440678,0.5766233766233766,0.559018759018759
385,0.5,0.4982683982683983,0.5064935064935064
386,0.576271186440678,0.572005772005772,0.6054834054834056
387,0.4661016949152542,0.46075036075036074,0.4473304473304473
388,0.5254237288135594,0.5243867243867244,0.4972582972582973
389,0.5847457627118644,0.5810966810966811,0.6025974025974026
390,0.5677966101694916,0.5629148629148629,0.5945165945165944
391,0.5508474576271186,0.5447330447330447,0.5411255411255411
392,0.5169491525423728,0.5141414141414141,0.5627705627705628
393,0.5169491525423728,0.5164502164502165,0.4738816738816739
394,0.559322033898305,0.5595959595959596,0.5399711399711399
395,0.5423728813559322,0.5425685425685425,0.5855699855699855
396,0.423728813559322,0.42106782106782104,0.46580086580086577
397,0.3983050847457627,0.388023088023088,0.2808080808080808
398,0.5,0.4982683982683983,0.5001443001443001
399,0.5508474576271186,0.5493506493506493,0.5691197691197691
400,0.5508474576271186,0.5424242424242424,0.5165945165945165
401,0.5338983050847458,0.5323232323232323,0.5238095238095238
402,0.4830508474576271,0.4789321789321789,0.4614718614718615
403,0.5084745762711864,0.5096681096681096,0.45945165945165944
404,0.5508474576271186,0.5493506493506493,0.5728715728715729
405,0.3728813559322034,0.36998556998557,0.2961038961038961
406,0.4830508474576271,0.4766233766233766,0.5284271284271285
407,0.5847457627118644,0.5834054834054834,0.5261183261183261
408,0.5677966101694916,0.564069264069264,0.5509379509379508
409,0.4745762711864407,0.46984126984126984,0.49985569985569983
410,0.423728813559322,0.4176046176046176,0.41327561327561324
411,0.5084745762711864,0.49927849927849927,0.47561327561327565
412,0.4576271186440678,0.4574314574314574,0.3864357864357864
413,0.4491525423728814,0.4414141414141414,0.36421356421356427
414,0.4830508474576271,0.4754689754689755,0.41183261183261183
415,0.4152542372881356,0.411976911976912,0.45079365079365075
416,0.4830508474576271,0.4789321789321789,0.44069264069264075
417,0.5423728813559322,0.5367965367965368,0.5093795093795094
418,0.423728813559322,0.4199134199134199,0.3743145743145743
419,0.4830508474576271,0.4789321789321789,0.4966810966810967
420,0.6271186440677966,0.6265512265512265,0.6554112554112554
421,0.4406779661016949,0.44040404040404035,0.48600288600288594
422,0.288135593220339,0.2813852813852814,0.24444444444444444
