time,fluorescence,cell_specimen_id,ophys_experiment_id,experiment_container_id
2027.77451,461.58334,517471906,501704220,511510736
2027.80775,456.9111,517471906,501704220,511510736
2027.841,455.55,517471906,501704220,511510736
2027.87425,420.93332,517471906,501704220,511510736
2027.90749,433.35556,517471906,501704220,511510736
2027.94074,409.32224,517471906,501704220,511510736
2027.97399,406.26666,517471906,501704220,511510736
2028.00724,359.6889,517471906,501704220,511510736
2028.04048,347.6389,517471906,501704220,511510736
2028.07373,328.06668,517471906,501704220,511510736
2028.10698,339.00555,517471906,501704220,511510736
2028.14022,347.99445,517471906,501704220,511510736
2028.17347,283.60556,517471906,501704220,511510736
2028.20672,326.3278,517471906,501704220,511510736
2028.23996,298.0,517471906,501704220,511510736
2028.27321,316.77777,517471906,501704220,511510736
2028.30646,304.17776,517471906,501704220,511510736
2028.3397,324.19446,517471906,501704220,511510736
2028.37295,353.7,517471906,501704220,511510736
2028.4062,322.94446,517471906,501704220,511510736
2028.43944,314.64444,517471906,501704220,511510736
2028.47269,354.46667,517471906,501704220,511510736
2028.50594,332.76666,517471906,501704220,511510736
2028.53918,346.87222,517471906,501704220,511510736
2028.57243,326.92776,517471906,501704220,511510736
2028.60568,287.18332,517471906,501704220,511510736
2028.63892,317.00555,517471906,501704220,511510736
2028.67217,299.97223,517471906,501704220,511510736
2028.70542,297.3389,517471906,501704220,511510736
2028.73866,269.3278,517471906,501704220,511510736
2028.77191,271.29443,517471906,501704220,511510736
2028.80516,284.60556,517471906,501704220,511510736
2028.8384,260.15555,517471906,501704220,511510736
2028.87165,273.97223,517471906,501704220,511510736
2028.9049,255.17223,517471906,501704220,511510736
2028.93815,251.86667,517471906,501704220,511510736
2028.97139,244.86111,517471906,501704220,511510736
2029.00464,238.45,517471906,501704220,511510736
2029.03789,244.7889,517471906,501704220,511510736
2029.07113,257.03888,517471906,501704220,511510736
2029.10438,257.55,517471906,501704220,511510736
2029.13763,239.63333,517471906,501704220,511510736
2029.17087,242.13333,517471906,501704220,511510736
2029.20412,229.81667,517471906,501704220,511510736
2029.23737,246.44444,517471906,501704220,511510736
2029.27061,232.37222,517471906,501704220,511510736
2029.30386,240.7889,517471906,501704220,511510736
2029.33711,242.99445,517471906,501704220,511510736
2029.37035,237.37778,517471906,501704220,511510736
2029.4036,242.50555,517471906,501704220,511510736
2029.43685,251.84445,517471906,501704220,511510736
2029.47009,237.76666,517471906,501704220,511510736
2029.50334,230.86667,517471906,501704220,511510736
2029.53659,238.47778,517471906,501704220,511510736
2029.56983,237.10556,517471906,501704220,511510736
2029.60308,227.03334,517471906,501704220,511510736
2029.63633,231.85,517471906,501704220,511510736
2029.66957,233.5,517471906,501704220,511510736
2029.70282,237.06667,517471906,501704220,511510736
2029.73607,228.84445,517471906,501704220,511510736
2029.76932,239.27777,517471906,501704220,511510736
2029.80256,226.10556,517471906,501704220,511510736
2029.83581,234.67223,517471906,501704220,511510736
2029.86906,219.02222,517471906,501704220,511510736
2029.9023,229.64444,517471906,501704220,511510736
2029.93555,234.23334,517471906,501704220,511510736
2029.9688,222.11111,517471906,501704220,511510736
2030.00204,214.08333,517471906,501704220,511510736
2030.03529,220.22223,517471906,501704220,511510736
2030.06854,228.37222,517471906,501704220,511510736
2030.10178,224.63889,517471906,501704220,511510736
2030.13503,231.38333,517471906,501704220,511510736
2030.16828,213.16667,517471906,501704220,511510736
2030.20152,234.74445,517471906,501704220,511510736
2030.23477,224.26111,517471906,501704220,511510736
2030.26802,206.2,517471906,501704220,511510736
2030.30126,219.95,517471906,501704220,511510736
2030.33451,222.27222,517471906,501704220,511510736
2030.36776,202.85,517471906,501704220,511510736
2030.401,219.36667,517471906,501704220,511510736
2030.43425,249.48889,517471906,501704220,511510736
2030.4675,226.11667,517471906,501704220,511510736
2030.50074,221.90555,517471906,501704220,511510736
2030.53399,265.31668,517471906,501704220,511510736
2030.56724,254.31667,517471906,501704220,511510736
2030.60048,268.09445,517471906,501704220,511510736
2030.63373,267.9,517471906,501704220,511510736
2030.66698,241.93333,517471906,501704220,511510736
2030.70023,238.63333,517471906,501704220,511510736
2030.73347,227.67778,517471906,501704220,511510736
2030.76672,247.4,517471906,501704220,511510736
2030.79997,245.42778,517471906,501704220,511510736
2030.83321,244.48334,517471906,501704220,511510736
2030.86646,242.64444,517471906,501704220,511510736
2030.89971,236.12222,517471906,501704220,511510736
2030.93295,236.85556,517471906,501704220,511510736
2030.9662,245.58333,517471906,501704220,511510736
2030.99945,215.31667,517471906,501704220,511510736
2031.03269,213.57222,517471906,501704220,511510736
2031.06594,222.98334,517471906,501704220,511510736
2031.09919,255.98334,517471906,501704220,511510736
2031.13243,217.47778,517471906,501704220,511510736
2031.16568,223.42778,517471906,501704220,511510736
2031.19893,233.95,517471906,501704220,511510736
2031.23217,228.74445,517471906,501704220,511510736
2031.26542,225.02777,517471906,501704220,511510736
2031.29867,246.05556,517471906,501704220,511510736
2031.33191,229.64444,517471906,501704220,511510736
2031.36516,229.68333,517471906,501704220,511510736
2031.39841,232.12778,517471906,501704220,511510736
2031.43165,211.87222,517471906,501704220,511510736
2031.4649,220.73334,517471906,501704220,511510736
2031.49815,215.44444,517471906,501704220,511510736
2031.53139,234.28334,517471906,501704220,511510736
2031.56464,225.9,517471906,501704220,511510736
2031.59789,324.15,517471906,501704220,511510736
2031.63114,356.81668,517471906,501704220,511510736
2031.66438,330.46667,517471906,501704220,511510736
2031.69763,370.29443,517471906,501704220,511510736
2031.73088,330.1389,517471906,501704220,511510736
2031.76412,320.17776,517471906,501704220,511510736
2031.79737,293.8,517471906,501704220,511510736
2031.83062,323.07224,517471906,501704220,511510736
2031.86386,267.56668,517471906,501704220,511510736
2031.89711,257.76666,517471906,501704220,511510736
2031.93036,271.59445,517471906,501704220,511510736
2031.9636,250.25,517471906,501704220,511510736
2031.99685,255.86111,517471906,501704220,511510736
2032.0301,247.89444,517471906,501704220,511510736
2032.06334,239.99445,517471906,501704220,511510736
2032.09659,237.32222,517471906,501704220,511510736
2032.12984,239.40555,517471906,501704220,511510736
2032.16308,242.58333,517471906,501704220,511510736
2032.19633,241.68333,517471906,501704220,511510736
2032.22958,246.04445,517471906,501704220,511510736
2032.26282,228.07222,517471906,501704220,511510736
2032.29607,231.73334,517471906,501704220,511510736
2032.32932,234.73889,517471906,501704220,511510736
2032.36256,239.07222,517471906,501704220,511510736
