time,fluorescence,cell_specimen_id,ophys_experiment_id,experiment_container_id,session_type
2838.86337,484.7422,662275084,652989705,652736297,three_session_B
2838.89662,517.84375,662275084,652989705,652736297,three_session_B
2838.92987,465.46094,662275084,652989705,652736297,three_session_B
2838.96313,455.26562,662275084,652989705,652736297,three_session_B
2838.99638,487.1953,662275084,652989705,652736297,three_session_B
2839.02964,495.3828,662275084,652989705,652736297,three_session_B
2839.06289,531.6172,662275084,652989705,652736297,three_session_B
2839.09614,568.34375,662275084,652989705,652736297,three_session_B
2839.1294,477.1797,662275084,652989705,652736297,three_session_B
2839.16265,520.3047,662275084,652989705,652736297,three_session_B
2839.19591,498.1797,662275084,652989705,652736297,three_session_B
2839.22916,480.57812,662275084,652989705,652736297,three_session_B
2839.26241,500.15625,662275084,652989705,652736297,three_session_B
2839.29567,529.3203,662275084,652989705,652736297,three_session_B
2839.32892,475.6875,662275084,652989705,652736297,three_session_B
2839.36218,496.4375,662275084,652989705,652736297,three_session_B
2839.39543,504.92188,662275084,652989705,652736297,three_session_B
2839.42868,529.1797,662275084,652989705,652736297,three_session_B
2839.46194,502.3828,662275084,652989705,652736297,three_session_B
2839.49519,490.0703,662275084,652989705,652736297,three_session_B
2839.52845,471.09375,662275084,652989705,652736297,three_session_B
2839.5617,499.60156,662275084,652989705,652736297,three_session_B
2839.59495,495.10156,662275084,652989705,652736297,three_session_B
2839.62821,461.23438,662275084,652989705,652736297,three_session_B
2839.66146,518.8594,662275084,652989705,652736297,three_session_B
2839.69472,523.8672,662275084,652989705,652736297,three_session_B
2839.72797,538.4844,662275084,652989705,652736297,three_session_B
2839.76122,518.1172,662275084,652989705,652736297,three_session_B
2839.79448,516.58594,662275084,652989705,652736297,three_session_B
2839.82773,545.7031,662275084,652989705,652736297,three_session_B
2839.86099,507.375,662275084,652989705,652736297,three_session_B
2839.89424,464.8828,662275084,652989705,652736297,three_session_B
2839.92749,483.9922,662275084,652989705,652736297,three_session_B
2839.96075,467.95312,662275084,652989705,652736297,three_session_B
2839.994,482.01562,662275084,652989705,652736297,three_session_B
2840.02726,514.0078,662275084,652989705,652736297,three_session_B
2840.06051,528.0078,662275084,652989705,652736297,three_session_B
2840.09376,495.10156,662275084,652989705,652736297,three_session_B
2840.12702,482.8047,662275084,652989705,652736297,three_session_B
2840.16027,485.0703,662275084,652989705,652736297,three_session_B
2840.19353,490.10156,662275084,652989705,652736297,three_session_B
2840.22678,483.57812,662275084,652989705,652736297,three_session_B
2840.26003,544.78125,662275084,652989705,652736297,three_session_B
2840.29329,474.01562,662275084,652989705,652736297,three_session_B
2840.32654,521.2969,662275084,652989705,652736297,three_session_B
2840.3598,470.70312,662275084,652989705,652736297,three_session_B
2840.39305,485.39062,662275084,652989705,652736297,three_session_B
2840.4263,457.6953,662275084,652989705,652736297,three_session_B
2840.45956,474.1328,662275084,652989705,652736297,three_session_B
2840.49281,458.72656,662275084,652989705,652736297,three_session_B
2840.52607,495.35156,662275084,652989705,652736297,three_session_B
2840.55932,492.85938,662275084,652989705,652736297,three_session_B
2840.59257,483.8125,662275084,652989705,652736297,three_session_B
2840.62583,481.0,662275084,652989705,652736297,three_session_B
2840.65908,434.4922,662275084,652989705,652736297,three_session_B
2840.69234,498.40625,662275084,652989705,652736297,three_session_B
2840.72559,448.26562,662275084,652989705,652736297,three_session_B
2840.75884,465.125,662275084,652989705,652736297,three_session_B
2840.7921,515.71094,662275084,652989705,652736297,three_session_B
2840.82535,435.1953,662275084,652989705,652736297,three_session_B
2840.85861,473.0703,662275084,652989705,652736297,three_session_B
2840.89186,486.0078,662275084,652989705,652736297,three_session_B
2840.92511,448.60156,662275084,652989705,652736297,three_session_B
2840.95837,471.60938,662275084,652989705,652736297,three_session_B
2840.99162,468.98438,662275084,652989705,652736297,three_session_B
2841.02488,521.8047,662275084,652989705,652736297,three_session_B
2841.05813,520.91406,662275084,652989705,652736297,three_session_B
2841.09138,519.0547,662275084,652989705,652736297,three_session_B
2841.12464,463.3672,662275084,652989705,652736297,three_session_B
2841.15789,503.84375,662275084,652989705,652736297,three_session_B
2841.19115,503.9375,662275084,652989705,652736297,three_session_B
2841.2244,464.5703,662275084,652989705,652736297,three_session_B
2841.25765,538.71875,662275084,652989705,652736297,three_session_B
2841.29091,474.14062,662275084,652989705,652736297,three_session_B
2841.32416,475.85156,662275084,652989705,652736297,three_session_B
2841.35741,492.42188,662275084,652989705,652736297,three_session_B
2841.39067,531.2969,662275084,652989705,652736297,three_session_B
2841.42392,490.54688,662275084,652989705,652736297,three_session_B
2841.45718,486.26562,662275084,652989705,652736297,three_session_B
2841.49043,427.0625,662275084,652989705,652736297,three_session_B
2841.52368,500.26562,662275084,652989705,652736297,three_session_B
2841.55694,511.58594,662275084,652989705,652736297,three_session_B
2841.59019,447.91406,662275084,652989705,652736297,three_session_B
2841.62345,473.10156,662275084,652989705,652736297,three_session_B
2841.6567,496.75,662275084,652989705,652736297,three_session_B
2841.68995,535.25,662275084,652989705,652736297,three_session_B
2841.72321,481.70312,662275084,652989705,652736297,three_session_B
2841.75646,513.8047,662275084,652989705,652736297,three_session_B
2841.78972,513.3828,662275084,652989705,652736297,three_session_B
2841.82297,502.03125,662275084,652989705,652736297,three_session_B
2841.85622,524.65625,662275084,652989705,652736297,three_session_B
2841.88948,493.03125,662275084,652989705,652736297,three_session_B
2841.92273,496.6875,662275084,652989705,652736297,three_session_B
2841.95599,478.03125,662275084,652989705,652736297,three_session_B
2841.98924,451.9453,662275084,652989705,652736297,three_session_B
2842.02249,510.59375,662275084,652989705,652736297,three_session_B
2842.05575,446.72656,662275084,652989705,652736297,three_session_B
2842.089,465.46094,662275084,652989705,652736297,three_session_B
2842.12226,494.46094,662275084,652989705,652736297,three_session_B
2842.15551,492.53125,662275084,652989705,652736297,three_session_B
2842.18876,485.95312,662275084,652989705,652736297,three_session_B
2842.22202,476.0,662275084,652989705,652736297,three_session_B
2842.25527,452.53125,662275084,652989705,652736297,three_session_B
2842.28853,496.46094,662275084,652989705,652736297,three_session_B
2842.32178,483.60938,662275084,652989705,652736297,three_session_B
2842.35503,497.82812,662275084,652989705,652736297,three_session_B
2842.38829,477.0078,662275084,652989705,652736297,three_session_B
2842.42154,513.78906,662275084,652989705,652736297,three_session_B
2842.4548,479.125,662275084,652989705,652736297,three_session_B
2842.48805,503.5703,662275084,652989705,652736297,three_session_B
2842.5213,455.53125,662275084,652989705,652736297,three_session_B
2842.55456,494.07812,662275084,652989705,652736297,three_session_B
2842.58781,499.51562,662275084,652989705,652736297,three_session_B
2842.62107,508.5703,662275084,652989705,652736297,three_session_B
2842.65432,501.42188,662275084,652989705,652736297,three_session_B
2842.68757,504.21875,662275084,652989705,652736297,three_session_B
2842.72083,498.1953,662275084,652989705,652736297,three_session_B
2842.75408,450.67188,662275084,652989705,652736297,three_session_B
2842.78734,522.03125,662275084,652989705,652736297,three_session_B
2842.82059,486.6172,662275084,652989705,652736297,three_session_B
2842.85384,494.25,662275084,652989705,652736297,three_session_B
2842.8871,449.67188,662275084,652989705,652736297,three_session_B
2842.92035,512.21875,662275084,652989705,652736297,three_session_B
2842.95361,466.15625,662275084,652989705,652736297,three_session_B
2842.98686,485.03906,662275084,652989705,652736297,three_session_B
2843.02011,541.89844,662275084,652989705,652736297,three_session_B
2843.05337,541.2344,662275084,652989705,652736297,three_session_B
2843.08662,468.60938,662275084,652989705,652736297,three_session_B
2843.11988,556.85156,662275084,652989705,652736297,three_session_B
2843.15313,490.4297,662275084,652989705,652736297,three_session_B
2843.18638,523.5703,662275084,652989705,652736297,three_session_B
2843.21964,462.09375,662275084,652989705,652736297,three_session_B
2843.25289,468.125,662275084,652989705,652736297,three_session_B
2843.28615,532.5469,662275084,652989705,652736297,three_session_B
2843.3194,532.9531,662275084,652989705,652736297,three_session_B
2843.35265,541.0,662275084,652989705,652736297,three_session_B
2843.38591,537.3594,662275084,652989705,652736297,three_session_B
2843.41916,519.1953,662275084,652989705,652736297,three_session_B
2843.45242,497.0625,662275084,652989705,652736297,three_session_B
2843.48567,501.16406,662275084,652989705,652736297,three_session_B
2843.51892,497.89062,662275084,652989705,652736297,three_session_B
2843.55218,495.67188,662275084,652989705,652736297,three_session_B
2843.58543,584.6172,662275084,652989705,652736297,three_session_B
2843.61869,510.8125,662275084,652989705,652736297,three_session_B
2843.65194,507.71094,662275084,652989705,652736297,three_session_B
2843.68519,509.26562,662275084,652989705,652736297,three_session_B
2843.71845,523.21094,662275084,652989705,652736297,three_session_B
2843.7517,448.29688,662275084,652989705,652736297,three_session_B
2843.78496,506.53906,662275084,652989705,652736297,three_session_B
2843.81821,479.65625,662275084,652989705,652736297,three_session_B
2843.85146,487.46094,662275084,652989705,652736297,three_session_B
2843.88472,533.21875,662275084,652989705,652736297,three_session_B
2843.91797,494.77344,662275084,652989705,652736297,three_session_B
2843.95123,496.0,662275084,652989705,652736297,three_session_B
2843.98448,487.85156,662275084,652989705,652736297,three_session_B
2844.01773,507.8203,662275084,652989705,652736297,three_session_B
2844.05099,531.7969,662275084,652989705,652736297,three_session_B
2844.08424,534.91406,662275084,652989705,652736297,three_session_B
2844.1175,460.21875,662275084,652989705,652736297,three_session_B
2844.15075,463.46094,662275084,652989705,652736297,three_session_B
2844.184,483.14844,662275084,652989705,652736297,three_session_B
2844.21726,505.95312,662275084,652989705,652736297,three_session_B
2844.25051,516.3828,662275084,652989705,652736297,three_session_B
2844.28377,496.26562,662275084,652989705,652736297,three_session_B
2844.31702,499.82812,662275084,652989705,652736297,three_session_B
2844.35027,465.8828,662275084,652989705,652736297,three_session_B
2844.38353,511.2422,662275084,652989705,652736297,three_session_B
2844.41678,531.1172,662275084,652989705,652736297,three_session_B
2844.45004,462.52344,662275084,652989705,652736297,three_session_B
2844.48329,521.5625,662275084,652989705,652736297,three_session_B
2844.51654,462.85156,662275084,652989705,652736297,three_session_B
2844.5498,483.3672,662275084,652989705,652736297,three_session_B
2844.58305,507.85156,662275084,652989705,652736297,three_session_B
2844.61631,498.4297,662275084,652989705,652736297,three_session_B
2844.64956,559.875,662275084,652989705,652736297,three_session_B
2844.68281,564.03906,662275084,652989705,652736297,three_session_B
2844.71607,521.21094,662275084,652989705,652736297,three_session_B
2844.74932,479.91406,662275084,652989705,652736297,three_session_B
2844.78258,484.8203,662275084,652989705,652736297,three_session_B
2844.81583,486.4922,662275084,652989705,652736297,three_session_B
2844.84908,473.22656,662275084,652989705,652736297,three_session_B
2844.88234,516.1953,662275084,652989705,652736297,three_session_B
2844.91559,471.3203,662275084,652989705,652736297,three_session_B
2844.94885,536.03906,662275084,652989705,652736297,three_session_B
2844.9821,493.91406,662275084,652989705,652736297,three_session_B
