heldout_stimulus_index,heldout_true_label,k,added_pool_index,added_clean_feature_index,added_original_neuron_index,train_accuracy,train_balanced_accuracy,heldout_score,heldout_pred,heldout_correct,candidate_single_train_balanced_accuracy
24,1,5,151,32986,32986,0.8632478632478633,0.8689149560117302,0.0014133270597085357,1,1,0.6489735841751099
24,1,6,260,3871,3871,0.8717948717948718,0.8780058651026392,0.0009483618196099997,1,1,0.6416422128677368
24,1,7,296,28860,28860,0.8803418803418803,0.8860703812316715,0.000741924624890089,1,1,0.6388562917709351
25,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.002215985208749771,1,1,0.7448680400848389
25,1,2,145,29128,29128,0.7863247863247863,0.7932551319648093,0.002381738740950823,1,1,0.6499999761581421
25,1,3,631,8916,8916,0.8205128205128205,0.8275659824046921,0.0060128625482320786,1,1,0.6247800588607788
25,1,4,305,26585,26585,0.8547008547008547,0.8608504398826979,0.005417264066636562,1,1,0.6379765272140503
25,1,5,203,33217,33217,0.8632478632478633,0.8689149560117302,0.006074410863220692,1,1,0.6450146436691284
25,1,6,492,2166,2166,0.8717948717948718,0.8780058651026392,0.005524707958102226,1,1,0.6294721364974976
26,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.00010759738506749272,0,0,0.7529325485229492
26,1,2,131,29128,29128,0.7863247863247863,0.7932551319648093,5.815623444505036e-05,1,1,0.6499999761581421
26,1,3,601,8916,8916,0.8205128205128205,0.8275659824046921,0.0008536600507795811,1,1,0.6247800588607788
26,1,4,454,26585,26585,0.8547008547008547,0.8608504398826979,0.0011551646748557687,1,1,0.6299120187759399
26,1,5,105,33217,33217,0.8632478632478633,0.8689149560117302,0.0010825798381119967,1,1,0.6530791521072388
26,1,6,384,3871,3871,0.8717948717948718,0.8780058651026392,0.0014769722474738955,1,1,0.6335777044296265
27,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0036905270535498857,0,0,0.7529325485229492
27,1,2,81,29128,29128,0.7948717948717948,0.8013196480938416,-0.004827097989618778,0,0,0.6580645442008972
27,1,3,401,8916,8916,0.8290598290598291,0.8356304985337244,-0.005256893113255501,0,0,0.6328445672988892
27,1,4,464,26585,26585,0.8547008547008547,0.8608504398826979,-0.0033172699622809887,0,0,0.6299120187759399
27,1,5,112,33217,33217,0.8717948717948718,0.8769794721407624,-0.0037742312997579575,0,0,0.6530791521072388
27,1,6,390,3871,3871,0.8803418803418803,0.8860703812316715,-0.0033798390068113804,0,0,0.6335777044296265
28,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0061441827565431595,0,0,0.7529325485229492
28,1,2,135,35691,35691,0.8034188034188035,0.8083577712609971,-0.007084470242261887,0,0,0.6508797407150269
28,1,3,502,6365,6365,0.8290598290598291,0.8346041055718475,-0.00751905795186758,0,0,0.6284457445144653
28,1,4,562,28932,28932,0.8547008547008547,0.8598240469208212,-0.006658020429313183,0,0,0.6266862154006958
28,1,5,216,9694,9694,0.8717948717948718,0.8769794721407624,-0.0070982035249471664,0,0,0.6439882516860962
28,1,6,578,29,29,0.8888888888888888,0.8931085043988269,-0.0069560706615448,0,0,0.6265395879745483
28,1,7,346,36524,36524,0.8974358974358975,0.9011730205278592,-0.00637840898707509,0,0,0.6368035078048706
28,1,8,107,27774,27774,0.905982905982906,0.9092375366568914,-0.007618161849677563,0,0,0.654105544090271
28,1,9,225,25995,25995,0.9145299145299145,0.9173020527859237,-0.00809184554964304,0,0,0.6438416242599487
29,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.002215985208749771,1,1,0.7448680400848389
29,1,2,127,29128,29128,0.7863247863247863,0.7932551319648093,0.00301339034922421,1,1,0.6499999761581421
29,1,3,607,8916,8916,0.8205128205128205,0.8275659824046921,0.0032027484849095345,1,1,0.6247800588607788
29,1,4,295,26585,26585,0.8547008547008547,0.8608504398826979,0.0026071500033140182,1,1,0.6379765272140503
29,1,5,100,33217,33217,0.8632478632478633,0.8689149560117302,0.0021501886658370495,1,1,0.6530791521072388
29,1,6,247,3871,3871,0.8717948717948718,0.8780058651026392,0.001984683331102133,1,1,0.6416422128677368
30,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0035374120343476534,0,1,0.7473545074462891
30,0,2,118,29128,29128,0.7863247863247863,0.794973544973545,-0.004625874571502209,0,1,0.6521164178848267
30,0,3,593,6365,6365,0.8205128205128205,0.8306878306878307,-0.0036881351843476295,0,1,0.6256613731384277
30,0,4,919,37075,37075,0.8547008547008547,0.8637566137566137,-0.0029269864317029715,0,1,0.6177248954772949
30,0,5,744,1682,1682,0.8632478632478633,0.8716931216931216,-0.0019430489046499133,0,1,0.6216931343078613
30,0,6,811,15230,15230,0.8717948717948718,0.8796296296296297,-0.002236450556665659,0,1,0.6203703880310059
30,0,7,861,14546,14546,0.8803418803418803,0.8875661375661376,-0.0023382168728858232,0,1,0.6190476417541504
31,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0012464855099096894,0,1,0.7473545074462891
31,0,2,123,29128,29128,0.7863247863247863,0.794973544973545,-0.0023349481634795666,0,1,0.6521164178848267
31,0,3,564,8916,8916,0.8205128205128205,0.8293650793650793,-0.0033516143448650837,0,1,0.6269841194152832
31,0,4,377,26585,26585,0.8547008547008547,0.8624338624338623,-0.0034869618248194456,0,1,0.6335979104042053
31,0,5,170,33217,33217,0.8632478632478633,0.8703703703703703,-0.0035562359262257814,0,1,0.6481481194496155
31,0,6,458,3871,3871,0.8717948717948718,0.8796296296296297,-0.0037158732302486897,0,1,0.6309523582458496
32,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0010606975993141532,1,1,0.7448680400848389
32,1,2,79,29128,29128,0.7863247863247863,0.7932551319648093,0.0005817925557494164,1,1,0.6580645442008972
32,1,3,619,8916,8916,0.8205128205128205,0.8275659824046921,0.004741018638014793,1,1,0.6247800588607788
32,1,4,465,26585,26585,0.8547008547008547,0.8608504398826979,0.005887596867978573,1,1,0.6299120187759399
32,1,5,114,33217,33217,0.8632478632478633,0.8689149560117302,0.005430635530501604,1,1,0.6530791521072388
32,1,6,398,3871,3871,0.8717948717948718,0.8780058651026392,0.005551582667976618,1,1,0.6335777044296265
33,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.009938797913491726,1,1,0.7448680400848389
33,1,2,82,29128,29128,0.7863247863247863,0.7932551319648093,0.00880222674459219,1,1,0.6580645442008972
33,1,3,630,6365,6365,0.8205128205128205,0.8285923753665689,0.006441516801714897,1,1,0.6246334314346313
33,1,4,846,29382,29382,0.8547008547008547,0.8618768328445747,0.006074200849980116,1,1,0.6187683343887329
33,1,5,29,18738,18738,0.8632478632478633,0.869941348973607,0.006209673825651407,1,1,0.6709677577018738
34,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0010606975993141532,1,1,0.7448680400848389
34,1,2,88,29128,29128,0.7948717948717948,0.8013196480938416,-7.587345317006111e-05,0,0,0.6580645442008972
34,1,3,422,8916,8916,0.8290598290598291,0.8356304985337244,-0.0011378288036212325,0,0,0.6328445672988892
34,1,4,496,26585,26585,0.8547008547008547,0.8608504398826979,8.749659173190594e-06,1,1,0.6299120187759399
34,1,5,210,33217,33217,0.8632478632478633,0.8689149560117302,0.0003075343556702137,1,1,0.6450146436691284
34,1,6,415,3871,3871,0.8717948717948718,0.8780058651026392,0.00042848149314522743,1,1,0.6335777044296265
35,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0010606975993141532,1,1,0.7448680400848389
35,1,2,86,29128,29128,0.7863247863247863,0.7932551319648093,0.0005817925557494164,1,1,0.6580645442008972
35,1,3,645,8916,8916,0.8205128205128205,0.8275659824046921,0.0013772964011877775,1,1,0.6247800588607788
35,1,4,308,26585,26585,0.8547008547008547,0.8608504398826979,0.0012367531890049577,1,1,0.6379765272140503
35,1,5,202,33217,33217,0.8632478632478633,0.8689149560117302,0.0018939001020044088,1,1,0.6450146436691284
35,1,6,405,3871,3871,0.8717948717948718,0.8780058651026392,0.0020148472394794226,1,1,0.6335777044296265
36,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0024832093622535467,0,0,0.7529325485229492
36,1,2,429,13709,13709,0.7948717948717948,0.8043988269794722,0.0016382492613047361,1,1,0.6340175867080688
36,1,3,611,34404,34404,0.8205128205128205,0.8285923753665689,0.0010622104164212942,1,1,0.6266862154006958
36,1,4,210,31183,31183,0.8376068376068376,0.8447214076246334,0.0009964574128389359,1,1,0.6460410356521606
36,1,5,266,7748,7748,0.8547008547008547,0.8618768328445747,0.0012035315157845616,1,1,0.6428152322769165
36,1,6,298,24001,24001,0.8632478632478633,0.869941348973607,0.0010415068827569485,1,1,0.640762448310852
37,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
37,0,2,112,29128,29128,0.7863247863247863,0.794973544973545,-0.0034878875594586134,0,1,0.6521164178848267
37,0,3,331,8916,8916,0.8205128205128205,0.8293650793650793,-0.0032886420376598835,0,1,0.6362434029579163
37,0,4,370,26585,26585,0.8547008547008547,0.8624338624338623,-0.003857449861243367,0,1,0.6335979104042053
37,0,5,156,33217,33217,0.8632478632478633,0.8703703703703703,-0.00429273396730423,0,1,0.6481481194496155
37,0,6,442,3871,3871,0.8717948717948718,0.8796296296296297,-0.004452371038496494,0,1,0.6309523582458496
38,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
38,0,2,123,29128,29128,0.7863247863247863,0.794973544973545,-0.0034878875594586134,0,1,0.6521164178848267
38,0,3,610,6365,6365,0.8205128205128205,0.8306878306878307,-0.002550148405134678,0,1,0.6256613731384277
38,0,4,996,39131,39131,0.8461538461538461,0.8558201058201058,-0.002998269395902753,0,1,0.6164020895957947
39,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0033582663163542747,1,1,0.7448680400848389
39,1,2,387,13709,13709,0.7948717948717948,0.8043988269794722,0.005784248933196068,1,1,0.6340175867080688
39,1,3,404,8539,8539,0.811965811965812,0.8215542521994135,0.005800959654152393,1,1,0.633431077003479
39,1,4,162,32986,32986,0.8376068376068376,0.8457478005865102,0.005687085445970297,1,1,0.6489735841751099
39,1,5,941,11158,11158,0.8547008547008547,0.8618768328445747,0.005567475222051144,1,1,0.6175953149795532
39,1,6,149,22408,22408,0.8717948717948718,0.8780058651026392,0.005375527776777744,1,1,0.6499999761581421
39,1,7,2,19909,19909,0.8803418803418803,0.8860703812316715,0.004962895531207323,1,1,0.6932551264762878
40,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0061441827565431595,0,0,0.7529325485229492
40,1,2,145,35691,35691,0.8034188034188035,0.8083577712609971,-0.007653222884982824,0,0,0.6508797407150269
40,1,3,855,6365,6365,0.8290598290598291,0.8346041055718475,-0.007202793378382921,0,0,0.620381236076355
40,1,4,395,28932,28932,0.8547008547008547,0.8598240469208212,-0.008038857951760292,0,0,0.6347507238388062
40,1,5,229,9694,9694,0.8717948717948718,0.8769794721407624,-0.008479041047394276,0,0,0.6439882516860962
40,1,6,708,10348,10348,0.8888888888888888,0.8931085043988269,-0.008709263987839222,0,0,0.6236070394515991
41,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.001288900151848793,0,0,0.7529325485229492
41,1,2,776,12445,12445,0.7948717948717948,0.8013196480938416,-0.002069345209747553,0,0,0.6208211183547974
41,1,3,369,8253,8253,0.8290598290598291,0.8366568914956012,-0.0025556469336152077,0,0,0.6347507238388062
41,1,4,23,19815,19815,0.8461538461538461,0.8538123167155425,-0.0032033156603574753,0,0,0.6741935610771179
41,1,5,392,3871,3871,0.8717948717948718,0.8790322580645161,-0.0030823685228824615,0,0,0.6335777044296265
41,1,6,441,16434,16434,0.8888888888888888,0.8951612903225806,-0.003443959169089794,0,0,0.6306451559066772
42,1,1,0,1762,1762,0.7094017094017094,0.7175953079178885,0.010730107314884663,1,1,0.7175952792167664
42,1,2,174,17743,17743,0.7435897435897436,0.7498533724340175,-0.0046245502308011055,0,0,0.6460410356521606
42,1,3,1,26870,26870,0.7606837606837606,0.7670087976539589,-0.01479528658092022,0,0,0.7004398703575134
42,1,4,533,21924,21924,0.7777777777777778,0.7831378299120235,-0.014260662719607353,0,0,0.6268328428268433
42,1,5,205,22880,22880,0.7863247863247863,0.7922287390029326,-0.018887024372816086,0,0,0.644574761390686
42,1,6,918,17341,17341,0.7948717948717948,0.8013196480938416,-0.014353880658745766,0,0,0.6173020601272583
42,1,7,878,38294,38294,0.811965811965812,0.8174486803519061,0.012307502329349518,1,1,0.6177419424057007
42,1,8,709,31420,31420,0.8290598290598291,0.8335777126099706,0.010205740109086037,1,1,0.6218475103378296
43,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0035374120343476534,0,1,0.7473545074462891
43,0,2,123,29128,29128,0.7863247863247863,0.794973544973545,-0.004625874571502209,0,1,0.6521164178848267
43,0,3,588,8916,8916,0.8205128205128205,0.8293650793650793,-0.005042060744017363,0,1,0.6269841194152832
43,0,4,423,26585,26585,0.8547008547008547,0.8624338624338623,-0.00561086880043149,0,1,0.6335979104042053
43,0,5,176,33217,33217,0.8632478632478633,0.8703703703703703,-0.006046152673661709,0,1,0.6481481194496155
43,0,6,289,3871,3871,0.8717948717948718,0.8796296296296297,-0.005920595023781061,0,1,0.6402116417884827
44,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0036905270535498857,0,0,0.7529325485229492
44,1,2,156,29128,29128,0.7948717948717948,0.8013196480938416,-0.0035247732885181904,0,0,0.6499999761581421
44,1,3,439,8916,8916,0.8290598290598291,0.8356304985337244,-0.003954568412154913,0,0,0.6328445672988892
44,1,4,320,26585,26585,0.8632478632478633,0.8689149560117302,-0.004095111507922411,0,0,0.6379765272140503
44,1,5,123,33217,33217,0.8717948717948718,0.8769794721407624,-0.00455207284539938,0,0,0.6530791521072388
44,1,6,429,3871,3871,0.8803418803418803,0.8860703812316715,-0.004431125707924366,0,0,0.6335777044296265
45,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0033582663163542747,1,1,0.7448680400848389
45,1,2,84,29128,29128,0.7863247863247863,0.7932551319648093,0.0022216951474547386,1,1,0.6580645442008972
45,1,3,786,6365,6365,0.8205128205128205,0.8285923753665689,0.002236119471490383,1,1,0.620381236076355
45,1,4,684,39131,39131,0.8461538461538461,0.8538123167155425,0.0017689079977571964,1,1,0.6227272748947144
46,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0024832093622535467,0,0,0.7529325485229492
46,1,2,99,29128,29128,0.7948717948717948,0.8013196480938416,-0.003619780298322439,0,0,0.6580645442008972
46,1,3,620,34404,34404,0.8376068376068376,0.8436950146627566,-0.004195819143205881,0,0,0.6266862154006958
46,1,4,461,34670,34670,0.8461538461538461,0.8527859237536657,-0.0039325011894106865,0,0,0.6318181753158569
46,1,5,350,29382,29382,0.8547008547008547,0.8608504398826979,-0.0032450156286358833,0,0,0.6376832723617554
46,1,6,25,11412,11412,0.8717948717948718,0.8769794721407624,-0.0039055540692061186,0,0,0.6771261096000671
46,1,7,840,2208,2208,0.8803418803418803,0.8860703812316715,-0.004209140781313181,0,0,0.6214076280593872
46,1,8,493,22369,22369,0.8888888888888888,0.8941348973607037,-0.0046353815123438835,0,0,0.6307917833328247
47,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0010606975993141532,1,1,0.7448680400848389
47,1,2,88,29128,29128,0.7863247863247863,0.7932551319648093,0.0005817925557494164,1,1,0.6580645442008972
47,1,3,538,6365,6365,0.8290598290598291,0.8366568914956012,-0.0003148149698972702,0,0,0.6284457445144653
47,1,4,336,29382,29382,0.8461538461538461,0.8538123167155425,3.4077471354976296e-05,1,1,0.6376832723617554
47,1,5,241,10980,10980,0.8632478632478633,0.869941348973607,-0.00021368119632825255,0,0,0.6439882516860962
48,1,1,0,1762,1762,0.7094017094017094,0.7175953079178885,0.14994101226329803,1,1,0.7175952792167664
48,1,2,191,24335,24335,0.7350427350427351,0.7428152492668622,0.14154449105262756,1,1,0.6450146436691284
48,1,3,595,38294,38294,0.7521367521367521,0.7589442815249267,0.1361384242773056,1,1,0.625806450843811
48,1,4,356,33600,33600,0.7692307692307693,0.7750733137829912,0.1347440779209137,1,1,0.6357771158218384
48,1,5,348,3542,3542,0.7777777777777778,0.7841642228739003,0.13626661896705627,1,1,0.6366568803787231
48,1,6,539,12029,12029,0.7863247863247863,0.7922287390029326,0.1374838948249817,1,1,0.6278592348098755
48,1,7,275,35811,35811,0.7948717948717948,0.8002932551319648,0.15489117801189423,1,1,0.6398826837539673
49,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0077973161824047565,1,1,0.7448680400848389
49,1,2,152,29128,29128,0.7948717948717948,0.8002932551319648,0.009213365614414215,1,1,0.6499999761581421
49,1,3,654,8916,8916,0.8205128205128205,0.8275659824046921,0.01000886969268322,1,1,0.6247800588607788
49,1,4,495,26585,26585,0.8547008547008547,0.8608504398826979,0.01073941495269537,1,1,0.6299120187759399
49,1,5,215,33217,33217,0.8632478632478633,0.8689149560117302,0.011396561749279499,1,1,0.6450146436691284
49,1,6,807,2166,2166,0.8717948717948718,0.8780058651026392,0.011739403009414673,1,1,0.6214076280593872
50,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.00010759738506749272,0,0,0.7529325485229492
50,1,2,799,12445,12445,0.7948717948717948,0.8013196480938416,-0.0008880423847585917,0,0,0.6208211183547974
50,1,3,862,36086,36086,0.8290598290598291,0.8356304985337244,-3.356277011334896e-05,0,0,0.6195014715194702
50,1,4,102,4187,4187,0.8461538461538461,0.8517595307917889,-0.00021044453023932874,0,0,0.656011700630188
50,1,5,286,23401,23401,0.8632478632478633,0.8678885630498534,9.553937707096338e-05,1,1,0.6398826837539673
